node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.5079389810562134,0.07256270945072174,0.023981597274541855,1.0056681632995605,0.23037932813167572,0.7284238338470459,0.14666949212551117,0.08611290156841278,0.006710775196552277,0.00810147076845169,0.011366870254278183,0.008632124401628971,0.003982604015618563
1,0,1,1.763149619102478,0.1090213730931282,0.05056469514966011,1.1898767948150635,0.313159704208374,0.6546990871429443,0.1612686961889267,0.10425165295600891,0.014609900303184986,0.014606064185500145,0.02137647196650505,0.02007637359201908,0.009111848659813404
2,0,1,3.6360042095184326,0.37657204270362854,0.28545868396759033,1.5098165273666382,0.45693540573120117,0.29477664828300476,0.13264456391334534,0.12242462486028671,0.09097139537334442,0.07372411340475082,0.10405342280864716,0.09940410405397415,0.08200114220380783
3,0,1,3.113649368286133,0.3019499182701111,0.21348893642425537,1.4283599853515625,0.4203301668167114,0.38959115743637085,0.14823047816753387,0.1211714819073677,0.060952506959438324,0.066565603017807,0.0717385858297348,0.07698952406644821,0.06476084142923355
4,0,1,1.6909749507904053,0.09871070832014084,0.04862148314714432,1.0636247396469116,0.25642406940460205,0.6957065463066101,0.13617044687271118,0.09297843277454376,0.013937410898506641,0.012585656717419624,0.02263001911342144,0.01839757151901722,0.007593891117721796
5,0,1,3.0038700103759766,0.28626713156700134,0.2021062821149826,1.297389268875122,0.36147403717041016,0.3848254084587097,0.1603102833032608,0.14676426351070404,0.056044671684503555,0.049949124455451965,0.07848964631557465,0.07566406577825546,0.047952573746442795
6,0,1,1.7974426746368408,0.11392038315534592,0.05379180610179901,0.9996054768562317,0.227654829621315,0.6260753273963928,0.19809730350971222,0.08928509801626205,0.017762193456292152,0.014988216571509838,0.023937184363603592,0.02113252691924572,0.008722096681594849
7,0,1,1.5850200653076172,0.08357429504394531,0.05099252983927727,1.1929272413253784,0.31453052163124084,0.7791503667831421,0.08743909001350403,0.05698235705494881,0.01188173983246088,0.013553904369473457,0.0207658763974905,0.02166050300002098,0.00856615137308836
8,0,1,1.3302301168441772,0.047175731509923935,0.019106214866042137,1.4188344478607178,0.4160495400428772,0.8322765231132507,0.09489360451698303,0.041820425540208817,0.0048344749957323074,0.007068859878927469,0.008656522259116173,0.007513704709708691,0.0029359888285398483
9,0,1,1.454747200012207,0.06496388465166092,0.016272157430648804,2.2443535327911377,0.7870244383811951,0.6863039135932922,0.23628263175487518,0.055108845233917236,0.0034996019676327705,0.0025328812189400196,0.011225612834095955,0.0038373859133571386,0.0012091591488569975
10,0,1,1.5139827728271484,0.07342611253261566,0.03320584446191788,1.591221809387207,0.49351760745048523,0.7463663220405579,0.14320756494998932,0.0587189644575119,0.009297208860516548,0.00920405238866806,0.015218292362987995,0.01337471418082714,0.004612835589796305
11,0,1,2.25648832321167,0.1794983297586441,0.10188045352697372,1.642342209815979,0.5164902806282043,0.4867969751358032,0.23541639745235443,0.12013567239046097,0.02864263579249382,0.027127955108880997,0.0503208190202713,0.02616075426340103,0.02539888210594654
12,0,1,1.4646055698394775,0.06637222319841385,0.030271995812654495,1.3054893016815186,0.3651140630245209,0.7704846262931824,0.11979231983423233,0.06540577113628387,0.008242017589509487,0.005803271196782589,0.018582554534077644,0.00867629237473011,0.0030131489038467407
13,0,1,1.6053781509399414,0.08648259192705154,0.0278609711676836,1.2388958930969238,0.335188090801239,0.6385248303413391,0.2374996691942215,0.08123109489679337,0.008144740015268326,0.0067386627197265625,0.016763264313340187,0.007472718600183725,0.0036249884869903326
14,0,1,1.6891369819641113,0.09844814240932465,0.041642606258392334,1.1208094358444214,0.2821219265460968,0.6484843492507935,0.19398526847362518,0.09450443834066391,0.011784917674958706,0.009598460979759693,0.02256540022790432,0.01397328544408083,0.005103918258100748
15,0,1,1.1054973602294922,0.015071051195263863,0.003795655444264412,1.4997855424880981,0.4524276554584503,0.9319906234741211,0.047805458307266235,0.014077993109822273,0.0009094165288843215,0.0014208902139216661,0.002042484935373068,0.0013605817221105099,0.000392588903196156
16,0,1,1.363884687423706,0.05198352783918381,0.011808297596871853,1.0456595420837402,0.24835079908370972,0.7583227753639221,0.17189763486385345,0.050883956253528595,0.0037625536788254976,0.003324811812490225,0.006649934221059084,0.0037259585224092007,0.001432405086234212
17,0,1,1.5150413513183594,0.07357733696699142,0.030609814450144768,1.628318428993225,0.5101882219314575,0.7545830607414246,0.11136922240257263,0.08755253255367279,0.008314610458910465,0.007570770103484392,0.013896993361413479,0.013134527020156384,0.0035782938357442617
