rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3439,0,8,7.417606353759766,0.9168009161949158,0.9365561124674855,0.9497795104980469
2,3487,8,8,7.2718963623046875,0.8959851861000061,0.920526817350531,0.9437744617462158
3,2795,0,8,7.241605758666992,0.8916579484939575,0.9172629973077733,0.9453411102294922
4,4091,7,7,7.221882343292236,0.8888403177261353,0.9152303579109891,0.9496263265609741
5,3335,7,7,7.126560211181641,0.8752228617668152,0.9063216997740557,0.9969402551651001
6,4357,7,7,7.113404273986816,0.8733434677124023,0.9029165983404823,0.9339630603790283
7,3300,7,7,7.057840824127197,0.8654058575630188,0.8987557399398662,0.9911243319511414
8,3367,0,7,7.011823654174805,0.8588319420814514,0.8940848386108122,0.9988915920257568
9,3208,7,7,6.996101379394531,0.8565859198570251,0.8923924315047129,0.9986888766288757
10,3410,7,7,7.004092693328857,0.8577275276184082,0.8904348372783346,0.9195681810379028
11,3901,7,8,7.014253616333008,0.8591790795326233,0.8902113569486403,0.8814678192138672
12,3250,0,7,6.943184852600098,0.8490263819694519,0.8861215405458882,0.9828249216079712
13,2075,0,7,6.949897289276123,0.8499853014945984,0.8858089574170034,0.9552038908004761
14,3100,0,7,6.839210033416748,0.8341728448867798,0.8740013272495908,0.960722804069519
15,3721,8,8,6.865192890167236,0.8378847241401672,0.871076754530975,0.8189735412597656
16,3198,7,7,6.814609527587891,0.830658495426178,0.869673995160408,0.921581506729126
17,3448,7,7,6.803559303283691,0.8290799260139465,0.8664127366390009,0.8736904859542847
18,3475,8,7,6.796062469482422,0.8280089497566223,0.8639326475748632,0.8354783058166504
19,4058,8,8,6.772138595581055,0.8245912194252014,0.8604737956537578,0.8182618021965027
20,3225,3,7,6.652153491973877,0.8074504733085632,0.849614173780763,0.8759034872055054
