node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.1843949556350708,0.026342136785387993,0.008231239393353462,1.293049693107605,0.33692532777786255,0.9085947275161743,0.04428577423095703,0.029434261843562126,0.0035345014184713364,0.005919517483562231,0.003856257302686572,0.002947096712887287,0.0014278851449489594
1,0,1,1.2230758666992188,0.03186798095703125,0.01051010750234127,1.3399698734283447,0.3587544560432434,0.8910653591156006,0.05199236050248146,0.03476901352405548,0.004858972504734993,0.006804152857512236,0.004767498001456261,0.004283736925572157,0.001458871876820922
2,0,1,1.506020188331604,0.07228859513998032,0.0306436475366354,1.2405099868774414,0.31248176097869873,0.805510938167572,0.04602311551570892,0.08734439313411713,0.0130387581884861,0.01743912883102894,0.013451357372105122,0.011167275719344616,0.006025013979524374
3,0,1,1.0037297010421753,0.0005328144179657102,3.838444536086172e-05,2.7182817459106445,1.0,0.9980415105819702,0.00033352134050801396,0.0015832987846806645,1.3647567129737581e-06,2.07940047403099e-06,1.3597946235677227e-05,2.4516812118235976e-05,2.6968595534526685e-07
4,0,1,1.049831509590149,0.0071187871508300304,1.9646076907520182e-05,2.4367847442626953,0.8690363168716431,0.9510805010795593,0.04831109195947647,0.0004692032525781542,1.344807242276147e-05,0.00010611332982080057,2.5238389298465336e-06,1.5275314581231214e-05,1.8469236238161102e-06
5,0,1,1.2521198987960815,0.036017127335071564,0.000338463083608076,2.7182817459106445,1.0,0.7511611580848694,0.24761654436588287,0.0004945840919390321,7.170384196797386e-05,0.00031754409428685904,5.534601223189384e-05,0.00022977549815550447,5.3341598686529323e-05
6,0,1,1.1699038743972778,0.024271981790661812,0.004300840198993683,2.4113101959228516,0.8571845889091492,0.8847775459289551,0.08661618083715439,0.018739106133580208,0.0017057491932064295,0.003860532073304057,0.0012533365515992045,0.0023490753956139088,0.0006984283099882305
7,0,1,2.346497058868408,0.19235672056674957,0.12599319219589233,1.2940598726272583,0.3373952805995941,0.5624356269836426,0.10300832986831665,0.13435104489326477,0.03886422887444496,0.03534749150276184,0.057902704924345016,0.04934268444776535,0.018747808411717415
8,0,1,1.0045530796051025,0.0006504399352706969,2.9232351153041236e-06,2.7182817459106445,1.0,0.9968298077583313,0.0018190288683399558,0.0013375672278925776,5.787955501546094e-07,9.995088475989178e-06,3.7658310247934423e-07,2.465965735609643e-06,8.068634826940979e-08
9,0,1,1.539760947227478,0.0771087035536766,0.03525172919034958,1.7478418350219727,0.5485126972198486,0.7409738302230835,0.14411766827106476,0.05512062460184097,0.011043467558920383,0.013492623344063759,0.017099743708968163,0.014261397533118725,0.003890588413923979
10,0,1,2.29813551902771,0.18544793128967285,0.11504916846752167,1.105327844619751,0.24958965182304382,0.5253043174743652,0.1951739639043808,0.0897921621799469,0.039476145058870316,0.035204172134399414,0.044796328991651535,0.051619477570056915,0.018633363768458366
11,0,1,1.1244220733642578,0.017774581909179688,0.0034480199683457613,2.452923536300659,0.8765447735786438,0.9310811161994934,0.034051910042762756,0.026643719524145126,0.0017448781291022897,0.0030300854705274105,0.001581054413691163,0.0012459906283766031,0.000620974984485656
12,0,1,1.158003330230713,0.022571904584765434,0.009058498777449131,1.1523716449737549,0.27147629857063293,0.925010621547699,0.03813454136252403,0.019690044224262238,0.0036303093656897545,0.004476007539778948,0.004069716669619083,0.0035763317719101906,0.0014124501030892134
13,0,1,1.0737162828445435,0.010530897416174412,0.003176901489496231,2.1092209815979004,0.7166406512260437,0.9677591323852539,0.005000157281756401,0.02212616242468357,0.0007809818489477038,0.0011565075255930424,0.001879528514109552,0.0009842630242928863,0.00031310986378230155
14,0,1,1.219943642616272,0.031420521438121796,0.011597112752497196,1.6849333047866821,0.5192451477050781,0.9027934670448303,0.03311287984251976,0.04267435893416405,0.003535376163199544,0.006286965683102608,0.005602918099611998,0.004246076103299856,0.001748118200339377
15,0,1,1.0217084884643555,0.0031012126710265875,0.0007056916365399957,1.165138840675354,0.2774161100387573,0.9877873063087463,0.006151918787509203,0.004761822521686554,0.0001775673299562186,0.00041570639587007463,0.0004458016192074865,0.0002107470209011808,4.914300006930716e-05
16,0,1,2.801553726196289,0.25736480951309204,0.2334776520729065,2.7182817459106445,1.0,0.5385657548904419,0.11561484634876251,0.04870447888970375,0.04848936200141907,0.015147819183766842,0.055105067789554596,0.1416625678539276,0.036710016429424286
17,0,1,1.3966642618179321,0.05666632205247879,0.02205106057226658,1.8563263416290283,0.5989840030670166,0.8051515221595764,0.11087048798799515,0.03960347920656204,0.01107169408351183,0.011251776479184628,0.0072376299649477005,0.011517522856593132,0.0032959082163870335
18,0,1,1.5398415327072144,0.07712022215127945,0.02859562076628208,1.5193415880203247,0.4422053098678589,0.7425331473350525,0.1330198049545288,0.06490125507116318,0.013778218999505043,0.017172014340758324,0.009913810528814793,0.013345218263566494,0.005336592439562082
19,0,1,1.446108341217041,0.06372976303100586,0.03341400995850563,1.8069463968276978,0.576010525226593,0.814158022403717,0.0865573063492775,0.04195960983633995,0.014501553028821945,0.009409371763467789,0.011777940206229687,0.015852484852075577,0.005783585365861654
20,0,1,1.007717251777649,0.0011024645064026117,5.832221359014511e-05,2.6999154090881348,0.9914552569389343,0.9950148463249207,0.002676656935364008,0.0021266969852149487,4.659992555389181e-05,7.693014777032658e-05,1.8872906366596e-05,3.086688957409933e-05,8.582419468439184e-06
21,0,1,1.1057237386703491,0.015103391371667385,0.004812686704099178,2.7182817459106445,1.0,0.9402825832366943,0.03952765464782715,0.011131634935736656,0.0019551555160433054,0.0022902314085513353,0.0013865199871361256,0.0020092278718948364,0.0014169389614835382
22,0,1,1.2556235790252686,0.03651765361428261,0.00516536645591259,1.5031936168670654,0.4346926212310791,0.8446952104568481,0.10833574086427689,0.0219720546156168,0.007784379180520773,0.012047287076711655,0.0010342244058847427,0.0022877207957208157,0.0018434212543070316
23,0,1,1.075791358947754,0.010827337391674519,0.0018745691049844027,1.503148078918457,0.43467143177986145,0.9465728402137756,0.04188269376754761,0.00733343418687582,0.0008030229946598411,0.0015333404298871756,0.000737233436666429,0.0009481524466536939,0.00018918323621619493
24,0,1,1.004633903503418,0.0006619862397201359,5.522473293240182e-05,2.7182817459106445,1.0,0.9966476559638977,0.0024940879084169865,0.0006922243046574295,2.759056951617822e-05,8.329653064720333e-05,1.5064974832057487e-05,1.708020135993138e-05,2.3079555830918252e-05
25,0,1,1.075279712677002,0.010754244402050972,0.0034214856568723917,1.983951210975647,0.6583601832389832,0.9616983532905579,0.019692881032824516,0.01195051334798336,0.0014037208165973425,0.0018331914907321334,0.0012638736516237259,0.001280963304452598,0.000876648526173085
26,0,1,1.0226153135299683,0.0032307591754943132,0.00021479060524143279,2.424592971801758,0.8633642196655273,0.9826534390449524,0.013759027235209942,0.002860445063561201,0.0001713505043881014,0.0003408248885534704,7.343215111177415e-05,9.854574454948306e-05,4.281270594219677e-05
