node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,delta_rc,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.3845090866088867,0.05492987111210823,0.057094623469187644,0.002164752357079411,0.01527048833668232,0.8272895216941833,0.053171176463365555,0.08136057108640671,0.009814327582716942,0.013093859888613224,0.007660814560949802,0.004773474298417568,0.0028361997101455927
1,0,1,1.7591371536254883,0.10844816267490387,0.11501981901329433,0.006571656338390469,0.04914020746946335,0.7043280601501465,0.09122252464294434,0.10590861737728119,0.023364746943116188,0.02603587694466114,0.022595830261707306,0.01693030819296837,0.009614067152142525
2,0,1,1.7872146368026733,0.11245923489332199,0.11812274742843062,0.0056635125351086335,0.042540863156318665,0.6699856519699097,0.10827017575502396,0.1309741735458374,0.019371021538972855,0.02885819785296917,0.019601082429289818,0.015133612789213657,0.007806168869137764
3,0,2,1.9339864253997803,0.13342663645744324,0.1334416393323674,1.500287492417363e-05,0.00011541915591806173,0.08976293355226517,0.8869614005088806,0.02311563678085804,2.489074859113316e-06,4.198868555249646e-05,7.894154987297952e-05,3.1579224014421925e-05,4.898375209450023e-06
4,0,2,1.9913320541381836,0.14161886274814606,0.14165053676614164,3.1674017995574196e-05,0.00024599808966740966,0.015570798888802528,0.9795093536376953,0.00416440749540925,1.1101902600785252e-05,0.0004984052502550185,5.9070811403216794e-05,0.00013699485862161964,4.993243783246726e-05
5,0,1,1.057690978050232,0.008241568692028522,0.008243896363146656,2.327671118132778e-06,1.5646761312382296e-05,0.9434170722961426,0.055656883865594864,0.0008400412043556571,1.4347814612847287e-05,5.596323899226263e-05,8.573936611355748e-06,5.245027750788722e-06,1.8277961544299615e-06
6,0,1,2.0523743629455566,0.15033920109272003,0.16029839127099244,0.009959190178272391,0.07814247906208038,0.6050559878349304,0.08989294618368149,0.1887155920267105,0.012710190378129482,0.02548288181424141,0.03360240161418915,0.03480450436472893,0.009735570289194584
7,0,1,2.3619346618652344,0.19456209242343903,0.20852238954043095,0.013960297116991935,0.11555036902427673,0.5276455283164978,0.1549307256937027,0.11810752004384995,0.032923825085163116,0.05084207281470299,0.04438498616218567,0.05143348500132561,0.01973189041018486
8,0,1,1.0002856254577637,4.080363578395918e-05,4.0803636442381844e-05,6.584226647427221e-13,4.389663545850686e-12,0.9997496008872986,0.00021517804998438805,3.522363113006577e-05,3.5133495505240697e-12,5.005585279604929e-09,3.4090176428275276e-12,9.131287306146652e-13,6.751734859134634e-14
9,0,1,1.016200304031372,0.002314329147338867,0.0023169172782968256,2.588130957958522e-06,1.72942309291102e-05,0.9915387034416199,0.000913251715246588,0.00745574152097106,1.9153761968482286e-05,5.589188003796153e-05,1.0053417099697981e-05,6.544572897837497e-06,6.962393968024116e-07
10,0,1,1.298366904258728,0.042623843997716904,0.04349544800450947,0.0008716040067925624,0.006069394294172525,0.8102182149887085,0.1172756552696228,0.057843275368213654,0.002220812952145934,0.006372698117047548,0.003867814317345619,0.001498754252679646,0.0007028259569779038
11,0,1,2.6092514991760254,0.22989307343959808,0.24585371499407727,0.015960641554479182,0.13816818594932556,0.48566973209381104,0.0515681654214859,0.24997377395629883,0.03585387393832207,0.03876635059714317,0.053243767470121384,0.06558097153902054,0.01934344880282879
12,0,1,1.008090615272522,0.001155802165158093,0.0011599682896194594,4.166124461366361e-06,2.780630165943876e-05,0.9947966933250427,0.002578132785856724,0.002490670420229435,4.9677419156068936e-05,5.6904136727098376e-05,1.5609170077368617e-05,8.875331332092173e-06,3.3217995678569423e-06
13,0,1,1.0023173093795776,0.00033104419708251953,0.00033473247801278026,3.6882809302607476e-06,2.459668212395627e-05,0.998663067817688,0.0005137439002282917,0.0007537045166827738,2.3529177269665524e-05,2.1456153262988664e-05,1.0891258170886431e-05,1.072635222953977e-05,2.97907217827742e-06
14,0,1,1.0278244018554688,0.00397491455078125,0.004015588469569287,4.067391878803672e-05,0.0002722415956668556,0.9857228398323059,0.0026463442482054234,0.0107477568089962,0.0002699475735425949,0.0003409262571949512,0.000152414504555054,9.193985169986263e-05,2.788723577396013e-05
