node_id,label,pred_label,S_i,S_i_norm,P_high,S_i_ec_norm,delta_ec,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.5729119777679443,0.08184456825256348,0.04709980636835098,0.051944807171821594,-0.02989974431693554,0.7923263907432556,0.06659794598817825,0.06785181164741516,0.014436823315918446,0.011687365360558033,0.013432532548904419,0.022283298894762993,0.011383973993360996
1,0,1,2.0016651153564453,0.1430950164794922,0.08957404643297195,0.11447891592979431,-0.028616104274988174,0.6544213891029358,0.1162501648068428,0.09050644189119339,0.027080321684479713,0.022167686372995377,0.026371395215392113,0.03978511691093445,0.023417530581355095
2,0,1,2.1174426078796387,0.15963466465473175,0.10070763528347015,0.13450348377227783,-0.02513120509684086,0.6193969249725342,0.12156880646944046,0.10515809059143066,0.027990179136395454,0.025178367272019386,0.03162137791514397,0.04083704203367233,0.02824922278523445
3,0,1,1.0582627058029175,0.00832324381917715,0.0007559763616882265,0.0,-0.062247853726148605,0.9527144432067871,0.03954101353883743,0.006768812891095877,0.0001073132807505317,0.00011249241651967168,0.00021158854360692203,0.00045655248686671257,8.783530938671902e-05
4,0,1,1.5885894298553467,0.08408420532941818,0.026059728115797043,0.035211171954870224,-0.04887303337454796,0.6428015232086182,0.25250333547592163,0.0648910328745842,0.005148877389729023,0.008595450781285763,0.005106243304908276,0.015729911625385284,0.005223572254180908
5,0,1,1.0941174030303955,0.013445342890918255,0.0010732432128861547,0.0,-0.06256315112113953,0.9206878542900085,0.06973776966333389,0.007714446168392897,0.00037834260729141533,0.00040826352778822184,0.0004721265868283808,0.0003857716219499707,0.00021534503321163356
6,0,1,1.7565613985061646,0.10808020085096359,0.0657612681388855,0.07969985902309418,-0.028380338102579117,0.7319926023483276,0.08731789141893387,0.08294697105884552,0.017195921391248703,0.014785317704081535,0.017704257741570473,0.03229982778429985,0.015757184475660324
7,0,1,2.4195899963378906,0.20279857516288757,0.1356026530265808,0.1829037219285965,-0.019894855096936226,0.5321425795555115,0.15219871699810028,0.1077175959944725,0.03701399639248848,0.035324349999427795,0.04629163071513176,0.05701866000890732,0.03229236602783203
8,0,1,1.001473069190979,0.0002104384620906785,1.16124556370778e-06,0.0,-0.0794675350189209,0.9989542961120605,0.0006241564988158643,0.0004198973183520138,1.1938989530335675e-07,4.3301457708366797e-07,1.3742203464062186e-07,8.782852205513336e-07,1.455382943049699e-07
9,0,1,1.0924885272979736,0.01321264635771513,0.00457141175866127,0.0,-0.04221025109291077,0.9556973576545715,0.01707351580262184,0.02062429115176201,0.001168130780570209,0.0008653731783851981,0.0012004448799416423,0.0023984399158507586,0.0009725269046612084
10,0,1,1.3224000930786133,0.04605715721845627,0.020906034857034683,0.0010365471243858337,-0.04502062499523163,0.8501908779144287,0.07381611317396164,0.044839002192020416,0.005128453951328993,0.005119530484080315,0.007175247650593519,0.008949147537350655,0.004781639669090509
11,0,1,1.5949184894561768,0.08498835563659668,0.05267292261123657,0.06564135104417801,-0.01934700459241867,0.7940699458122253,0.05695291981101036,0.073846735060215,0.01390176173299551,0.00855577364563942,0.012484933249652386,0.02939683198928833,0.010791155509650707
12,0,1,1.201474666595459,0.02878209576010704,0.0110274413600564,0.0,-0.04273959994316101,0.8998043537139893,0.05187355354428291,0.03066268563270569,0.003741269698366523,0.002890560543164611,0.0031043514609336853,0.005493578035384417,0.002429512096568942
13,0,1,1.0635099411010742,0.009072848595678806,0.003530132817104459,0.0,-0.04359309747815132,0.967893123626709,0.017432428896427155,0.009303681552410126,0.0010447644162923098,0.0007957044872455299,0.0006680429796688259,0.0022217445075511932,0.0006403452716767788
14,0,1,1.220121145248413,0.031445879489183426,0.015055807307362556,0.00135132297873497,-0.030094537883996964,0.9104195833206177,0.029820535331964493,0.03692677244544029,0.004492606967687607,0.0032846960239112377,0.003970603458583355,0.007619012147188187,0.003466192167252302
15,0,1,1.2195525169372559,0.031364645808935165,0.011453828774392605,0.0,-0.05447101593017578,0.8872281312942505,0.06128106266260147,0.032928869128227234,0.003637634450569749,0.0034706860315054655,0.003593443427234888,0.005372101441025734,0.0024882841389626265
16,0,1,3.3454928398132324,0.33507040143013,0.22704772651195526,0.31482067704200745,-0.020249729976058006,0.3123878240585327,0.17190249264240265,0.1299358457326889,0.08523458242416382,0.07349155843257904,0.05149412527680397,0.12229719012975693,0.053256407380104065
17,0,1,1.4249829053878784,0.06071184203028679,0.030203182250261307,0.028936944901943207,-0.03177489712834358,0.8081905841827393,0.10177713632583618,0.043714914470911026,0.009027262218296528,0.0070868288166821,0.009038991294801235,0.012997335754334927,0.00816685426980257
18,0,1,1.3312338590621948,0.04731912165880203,0.023143243044614792,0.017781876027584076,-0.029537245631217957,0.8622678518295288,0.051055215299129486,0.05282607302069664,0.006183669902384281,0.00452403724193573,0.0064223879016935825,0.011278700083494186,0.005442156456410885
19,0,1,1.1600549221038818,0.022864988073706627,0.009504326619207859,0.0,-0.035654596984386444,0.9224238395690918,0.039873283356428146,0.022812148556113243,0.003420629072934389,0.0019657411612570286,0.0027668424881994724,0.004563990980386734,0.0021734931506216526
20,0,1,1.0216370820999146,0.0030910116620361805,0.0006228761048987508,0.0,-0.04568467661738396,0.9868822693824768,0.007526137866079807,0.004662121646106243,0.000184081683983095,0.0001222974678967148,0.0001153674311353825,0.0003839124401565641,0.000123596255434677
21,0,1,1.1709718704223633,0.02442455291748047,0.011381223797798157,0.0,-0.027361029759049416,0.9282689690589905,0.025745877996087074,0.02908964641392231,0.0033682091161608696,0.0021460847929120064,0.0022082177456468344,0.006894382648169994,0.002278622705489397
22,0,1,1.2237480878829956,0.031964011490345,0.010930532589554787,0.0,-0.05321423336863518,0.8634833097457886,0.10290329903364182,0.01624387688934803,0.003360296366736293,0.003078608075156808,0.0026996477972716093,0.005152685102075338,0.0030781999230384827
23,0,1,1.2511439323425293,0.03587770462036133,0.016172870993614197,0.0,-0.041187431663274765,0.8761455416679382,0.07096436619758606,0.029201827943325043,0.00422743521630764,0.003288053208962083,0.004493213724344969,0.008282420225441456,0.0033972382079809904
24,0,1,1.0288581848144531,0.004122597631067038,0.0008912034681998193,0.0,-0.05460263416171074,0.9852113723754883,0.0048458571545779705,0.008639993146061897,0.00021795026259496808,0.00019361783051863313,0.00017488410230726004,0.0005846423446200788,0.00013167700672056526
25,0,1,1.044331669807434,0.006333095487207174,0.0024185788352042437,0.0,-0.034185461699962616,0.9802347421646118,0.006418914999812841,0.009812111966311932,0.0006889307987876236,0.00042676186421886086,0.0003857454576063901,0.0016439113533124328,0.0003889219951815903
26,0,1,1.0098203420639038,0.0014029060257598758,0.00010137063509318978,0.0,-0.061093807220458984,0.9923722743988037,0.005909099709242582,0.0015653778100386262,3.152078716084361e-05,2.052787567663472e-05,2.7719384888769127e-05,5.040914402343333e-05,2.3242104361997917e-05
27,0,1,2.0170483589172363,0.14529262483119965,0.08124779164791107,0.11773352324962616,-0.027559099718928337,0.6017910242080688,0.16410592198371887,0.10774467140436172,0.02359638549387455,0.02151402086019516,0.028298282995820045,0.03152988478541374,0.021419620141386986
