rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3637,8,8,7.859654426574707,0.9799506068229675,0.9805378954152828,0.9764029383659363
2,3816,8,8,7.306904315948486,0.9009863138198853,0.9036109167272212,0.8835825324058533
3,3777,7,7,7.297750949859619,0.8996787071228027,0.9026545598883025,0.9887740612030029
4,2794,0,7,7.207263946533203,0.8867520093917847,0.8901351807354362,0.995800256729126
5,3846,3,7,7.165711402893066,0.8808159232139587,0.8841381919567318,0.9291701912879944
6,3794,7,8,7.132318019866943,0.8760454058647156,0.8792722225433789,0.867741584777832
7,4183,3,7,7.083723068237305,0.8691033124923706,0.8726989542790374,0.9156436920166016
8,3955,7,7,7.069002628326416,0.86700040102005,0.8708076999784481,0.9542131423950195
9,4485,7,7,6.976787090301514,0.8538267016410828,0.8581984576483228,0.9969344735145569
10,5157,7,7,6.974892616271973,0.8535560965538025,0.8579201568516079,0.9933406114578247
11,3593,0,7,6.9424920082092285,0.8489274382591248,0.8534577514238296,0.9995887875556946
12,3477,0,7,6.920644760131836,0.8458064198493958,0.8504063653062028,0.9944092035293579
13,3901,0,7,6.890532970428467,0.841504693031311,0.8462329860784006,0.9944128394126892
14,4315,8,8,6.711599826812744,0.8159428238868713,0.8202778020053083,0.7850781679153442
15,4871,7,7,6.6743340492248535,0.8106191754341125,0.8156587408652044,0.8870249390602112
16,4370,6,7,6.5676469802856445,0.7953781485557556,0.8004538753836341,0.8268466591835022
17,3721,1,7,6.42446756362915,0.7749239206314087,0.7808357432351514,0.8755295276641846
18,4394,0,8,6.292562484741211,0.7560803294181824,0.7613390661483168,0.7186432480812073
19,3701,0,8,6.279543399810791,0.7542204856872559,0.7596172526543649,0.7319252490997314
20,3584,3,7,6.249908447265625,0.7499869465827942,0.7562718616603706,0.8379449248313904
