rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2795,0,7,7.310883045196533,0.9015547037124634,0.9064191557643451,0.9882548451423645
2,3487,8,8,7.12860107421875,0.8755144476890564,0.881042435829628,0.8881332874298096
3,3475,8,8,7.086165428161621,0.869452178478241,0.8752039339036173,0.8811721801757812
4,3367,0,7,7.0410871505737305,0.863012433052063,0.8698236934687174,0.9944348335266113
5,3335,7,7,6.988488674163818,0.8554983735084534,0.862638496946178,0.9882412552833557
6,3208,7,7,6.980987548828125,0.8544268012046814,0.8616461701356967,0.9918541312217712
7,3721,8,8,6.945463180541992,0.8493518829345703,0.8558673395410665,0.8649901151657104
8,3300,7,7,6.9308576583862305,0.847265362739563,0.8547726915126358,0.9830551743507385
9,3448,7,7,6.916577339172363,0.8452253341674805,0.8526593653894793,0.9606263637542725
10,4091,7,7,6.880067825317383,0.8400096893310547,0.8477591704160204,0.9687438011169434
11,3198,7,7,6.8329315185546875,0.8332759141921997,0.8409590756920551,0.9216618537902832
12,3421,5,8,6.8089680671691895,0.8298525810241699,0.8363602663498284,0.764946699142456
13,3100,0,7,6.783461570739746,0.826208770275116,0.8343758615762443,0.9398738145828247
14,3250,0,7,6.724530220031738,0.8177900314331055,0.8262317468664122,0.9265920519828796
15,3537,8,8,6.679330348968506,0.8113328814506531,0.8190624401570485,0.8193858861923218
16,3439,0,7,6.5682220458984375,0.7954602837562561,0.8040879820844081,0.8436208367347717
17,4034,0,8,6.537610054016113,0.7910871505737305,0.7995511773870418,0.8102926015853882
18,3287,0,7,6.376032829284668,0.7680047154426575,0.776944434994082,0.7706811428070068
19,3410,7,7,6.266972541809082,0.7524246573448181,0.7622742617523262,0.7956854104995728
20,1317,0,7,6.06356954574585,0.7233670949935913,0.7339603590565265,0.7658715844154358
