rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3637,8,8,7.763286113739014,0.9661837220191956,0.97765246380501,0.9689958691596985
2,2794,0,7,7.111579418182373,0.8730827569961548,0.917468958906106,0.999215841293335
3,3593,0,7,7.005950927734375,0.8579930067062378,0.9076821616361965,0.9997325539588928
4,4315,8,8,7.024609088897705,0.8606584668159485,0.9029910307188999,0.8680124282836914
5,4485,7,7,6.946766376495361,0.8495380282402039,0.901453389680554,0.9858278632164001
6,5157,7,7,6.952582359313965,0.8503689169883728,0.9014415225270545,0.9752100110054016
7,3777,7,7,6.930386066436768,0.8471980094909668,0.8988957374625443,0.9666614532470703
8,3477,0,7,6.864905834197998,0.8378437161445618,0.8926675086104605,0.9659780263900757
9,3814,0,7,6.910951614379883,0.8444216847419739,0.8920454021934663,0.8745933771133423
10,3794,7,7,6.868412971496582,0.8383446931838989,0.8920290606978292,0.9488331079483032
11,3901,0,7,6.673893928527832,0.8105562925338745,0.8714242661009639,0.9179956316947937
12,3756,6,7,6.640931606292725,0.8058473467826843,0.8676614847433767,0.909654438495636
13,998,0,7,6.5951409339904785,0.7993058562278748,0.8604381280642978,0.8702976107597351
14,4627,8,8,6.530556678771973,0.7900795340538025,0.8494501983055358,0.808070182800293
15,4403,0,8,6.529969215393066,0.7899956107139587,0.8446458644343471,0.7435253262519836
16,4198,8,8,6.427568435668945,0.7753669023513794,0.8350075769192337,0.758578896522522
17,3493,7,7,6.33961296081543,0.7628018260002136,0.8284427323320367,0.790669858455658
18,5150,7,7,6.2664713859558105,0.7523530721664429,0.8217886791087203,0.801089882850647
19,3458,7,7,6.13676118850708,0.7338230013847351,0.8069939544159365,0.7854167222976685
20,5022,0,8,6.1616058349609375,0.7373722791671753,0.8008389345930638,0.6904575824737549
