rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3475,8,8,7.397149085998535,0.9138784408569336,0.9162453434475026,0.9161092042922974
2,3721,8,8,7.336437702178955,0.9052053689956665,0.907738006080249,0.890569806098938
3,3772,8,8,7.135709762573242,0.8765299916267395,0.8797566784264395,0.8711121678352356
4,3487,8,8,7.085718154907227,0.8693882822990417,0.8729338550214458,0.9048633575439453
5,3439,0,7,7.0047430992126465,0.857820451259613,0.8618654865805517,0.9483397006988525
6,3208,7,7,6.9998626708984375,0.8571232557296753,0.8614095248449264,0.9999922513961792
7,3367,0,7,6.999841213226318,0.857120156288147,0.8614065431683633,0.9999980330467224
8,3335,7,7,6.99571418762207,0.8565306067466736,0.8608300646084356,0.9989256858825684
9,3250,0,7,6.994110584259033,0.856301486492157,0.8606104577065922,0.9995397329330444
10,3300,7,7,6.992957592010498,0.8561367988586426,0.8604418959021793,0.9974978566169739
11,3100,0,7,6.989974498748779,0.8557106256484985,0.8600338961616704,0.9987500309944153
12,4091,7,7,6.958344459533691,0.851192057132721,0.8555972871812256,0.9867820143699646
13,3448,7,7,6.953963756561279,0.8505662679672241,0.8549546424848298,0.9788897633552551
14,3198,7,7,6.871862411499023,0.8388375043869019,0.8434911623976533,0.9625188112258911
15,4058,8,8,6.709793567657471,0.8156847953796387,0.8200745842088398,0.7938916087150574
16,3410,7,7,6.688710689544678,0.8126729726791382,0.8179067057577647,0.9313005805015564
17,3497,7,7,6.649563789367676,0.8070805668830872,0.8124157255361337,0.9218284487724304
18,3537,8,8,6.582362174987793,0.7974802851676941,0.8023578728238826,0.8028169274330139
19,202,0,7,6.551653861999512,0.7930933833122253,0.798620114829877,0.8903745412826538
20,2795,0,7,6.547090530395508,0.7924414873123169,0.7980873536867409,0.9067108035087585
