node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.800959825515747,0.11442283540964127,0.057979583740234375,0.8826375007629395,0.2973533868789673,0.6731908321380615,0.14136093854904175,0.06490481644868851,0.04777973145246506,0.014784041792154312,0.03343174606561661,0.011679713614284992,0.012868125922977924
1,0,1,1.882595419883728,0.1260850578546524,0.0624997541308403,0.8724584579467773,0.2934570610523224,0.6595491766929626,0.1248832568526268,0.07798628509044647,0.05456452816724777,0.02051699347794056,0.033837370574474335,0.013845405541360378,0.014816975221037865
2,0,1,2.8213741779327393,0.2601962983608246,0.1749914139509201,0.9744184613227844,0.33248522877693176,0.41279152035713196,0.17677460610866547,0.10811848193407059,0.09042549878358841,0.036898501217365265,0.08299627155065536,0.049455173313617706,0.042539969086647034
3,0,1,2.4476232528686523,0.2068033218383789,0.13216041028499603,0.9691312313079834,0.33046138286590576,0.5131638646125793,0.15619458258152008,0.09230537712574005,0.07726458460092545,0.028911199420690536,0.06580149382352829,0.034140557050704956,0.03221835941076279
4,0,1,1.702674388885498,0.10038205236196518,0.05000561848282814,0.8850825428962708,0.29828929901123047,0.7201108932495117,0.11062268912792206,0.0622159019112587,0.04396959766745567,0.013075335882604122,0.027518723160028458,0.011592245660722256,0.010894648730754852
5,0,1,2.152340888977051,0.16462013125419617,0.10560110211372375,0.9518177509307861,0.3238341510295868,0.5993216037750244,0.1351165473461151,0.07877154648303986,0.05902225896716118,0.02216690219938755,0.06188614293932915,0.021488498896360397,0.02222646027803421
6,0,1,1.651247501373291,0.09303535521030426,0.038874153047800064,0.8929210901260376,0.30128973722457886,0.7353754043579102,0.09609576314687729,0.07000377774238586,0.044811464846134186,0.014839514158666134,0.02080344408750534,0.009160617366433144,0.00891009159386158
7,0,1,1.8585295677185059,0.12264708429574966,0.05903838574886322,0.8774247765541077,0.2953580617904663,0.6819443702697754,0.09847496449947357,0.08425929397344589,0.05391783267259598,0.0223651435226202,0.029760422185063362,0.013426020741462708,0.01585194654762745
8,0,1,1.2741870880126953,0.03916958346962929,0.010712760500609875,0.8368451595306396,0.27982503175735474,0.8289855122566223,0.12259005010128021,0.022846898064017296,0.012911342084407806,0.0019535317551344633,0.006803601514548063,0.002027086215093732,0.001882072538137436
9,0,1,1.071488618850708,0.01021265983581543,0.00034767508623190224,0.6550323963165283,0.21023087203502655,0.9316229820251465,0.0668700709939003,0.000629749265499413,0.000526038755197078,3.440638238316751e-06,0.00032705720514059067,1.2446041182556655e-05,8.171838089765515e-06
10,0,1,1.175200343132019,0.025028619915246964,0.006774278357625008,0.8641902804374695,0.2902921736240387,0.8946091532707214,0.07024211436510086,0.018719904124736786,0.008348221890628338,0.0013062638463452458,0.004509067162871361,0.001153093297034502,0.0011121178977191448
11,0,1,1.0859122276306152,0.01227317564189434,0.0024373920168727636,0.8047526478767395,0.26754069328308105,0.9360876083374023,0.05334775149822235,0.004890273325145245,0.003069492755457759,0.00016733970551285893,0.001964743249118328,0.00022605116828344762,0.0002465977449901402
12,0,1,1.1146756410598755,0.016382234171032906,0.0032251691445708275,0.7574335932731628,0.249427929520607,0.9140762090682983,0.07230649888515472,0.005973633378744125,0.004236283712089062,0.0001823138736654073,0.0026093535125255585,0.00037391562364064157,0.00024190008116420358
13,0,1,1.1396968364715576,0.019956691190600395,0.0036605617497116327,0.7363248467445374,0.24134793877601624,0.8927969932556152,0.09195603430271149,0.006663460284471512,0.004628810565918684,0.000294259749352932,0.0029457046184688807,0.00038212008075788617,0.00033273702138103545
14,0,1,1.1298036575317383,0.01854337938129902,0.002656488213688135,0.7246339917182922,0.23687291145324707,0.8955923914909363,0.09209676086902618,0.005483487155288458,0.003962648566812277,0.0002083285799017176,0.0021547896321862936,0.00026735509163700044,0.00023434362083207816
15,0,1,2.4470696449279785,0.20672424137592316,0.12265709787607193,0.991409182548523,0.33898892998695374,0.5199023485183716,0.12334945052862167,0.12435448169708252,0.07326608896255493,0.036470502614974976,0.0597643107175827,0.02974017523229122,0.033152610063552856
