rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2794,0,8,7.592744827270508,0.9418206810951233,0.9464708142529571,0.9990949630737305
2,3637,8,8,7.5075154304504395,0.9296450614929199,0.935019539949883,0.9548864960670471
3,5157,7,7,7.253627777099609,0.8933753967285156,0.9017113690525366,0.9772571325302124
4,89,0,8,7.162102699279785,0.8803004026412964,0.8891058930841439,0.919540524482727
5,3609,1,8,7.145666599273682,0.8779523968696594,0.8869891288161523,0.9255335330963135
6,3484,0,7,7.069137096405029,0.8670195937156677,0.8776543034173713,0.9996500611305237
7,4379,8,8,7.058078289031982,0.865439772605896,0.8752169069017691,0.9082489013671875
8,3777,7,7,7.042280673980713,0.8631829619407654,0.8739396707700269,0.9827640056610107
9,4485,7,7,7.031136512756348,0.8615909218788147,0.87253902562816,0.9887450933456421
10,3477,0,7,7.028591156005859,0.8612273335456848,0.8723255841634932,0.9996790885925293
11,3593,0,7,7.027315616607666,0.8610450625419617,0.8721613965804375,0.9999945163726807
12,3901,0,7,7.005224227905273,0.8578891754150391,0.8692508360653028,0.9993662238121033
13,2488,0,8,6.929207801818848,0.8470296859741211,0.8575121874865681,0.8565797209739685
14,4403,0,8,6.896868705749512,0.8424097895622253,0.8536445860754185,0.8911401033401489
15,4315,8,8,6.798528671264648,0.8283612132072449,0.8401425197251899,0.8580014705657959
16,5150,7,8,6.7896223068237305,0.8270888924598694,0.8390766506739311,0.8666127920150757
17,3651,7,7,6.77741813659668,0.8253454566001892,0.837890114754047,0.8978193402290344
18,3955,7,7,6.770273208618164,0.8243247270584106,0.8366430681299727,0.876499354839325
19,4145,8,8,6.7012481689453125,0.8144640326499939,0.8270734630775132,0.8495273590087891
20,3721,1,7,6.679472923278809,0.8113532662391663,0.825045661567656,0.907277524471283
