node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,delta_rc,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,2.120790719985962,0.16011296212673187,0.1634745639625727,0.003361601835840833,0.08004890382289886,0.5747331380844116,0.13851705193519592,0.12605229020118713,0.04717405512928963,0.0334746390581131,0.04277988150715828,0.020034341141581535,0.01723468117415905
1,0,1,2.240985631942749,0.1772836595773697,0.18159315283631977,0.004309493258950071,0.10476255416870117,0.5780407190322876,0.0930367261171341,0.14688722789287567,0.047784142196178436,0.029488692060112953,0.051527783274650574,0.037415195256471634,0.015819581225514412
2,0,1,1.301646113395691,0.04309230297803879,0.04349938597464177,0.00040708299660298375,0.00850830227136612,0.8481636047363281,0.05732697248458862,0.06690111756324768,0.012486537918448448,0.006613437086343765,0.005689567420631647,0.0015753934858366847,0.001243341015651822
3,0,1,1.053170919418335,0.007595845498144627,0.007595850114033828,4.615889201180704e-09,9.302438286340475e-08,0.946880042552948,0.05307001620531082,4.936713230563328e-05,5.441701773634122e-07,2.5396704739222287e-09,8.895999314972869e-08,2.7493300969183565e-09,1.31506061595843e-09
4,0,2,1.9071787595748901,0.12959696352481842,0.1295969713280702,7.803251766058718e-09,1.7930203455307492e-07,0.09297879785299301,0.906872034072876,0.00014131453644949943,7.711234502494335e-06,1.1058749471715146e-08,1.7510770078388305e-07,3.1525546617672262e-09,1.0417776641347132e-09
5,0,1,1.183807611465454,0.026258230209350586,0.026450962016215336,0.00019273180686474878,0.003958581481128931,0.8527126908302307,0.1288183480501175,0.011382325552403927,0.0027843753341585398,0.00034378806594759226,0.001887089223600924,0.0014397171325981617,0.0006317750667221844
6,0,1,1.3168089389801025,0.04525842145085335,0.045930412769499475,0.0006719913186461244,0.014076925814151764,0.8183976411819458,0.10666493326425552,0.05077002942562103,0.007217313628643751,0.0028730910271406174,0.010231965221464634,0.0026147731114178896,0.0012301880633458495
7,0,1,3.1947550773620605,0.3135364353656769,0.32162391653989764,0.008087481174220758,0.23562739789485931,0.3505569100379944,0.14580118656158447,0.15278492867946625,0.06578686833381653,0.04944274574518204,0.10684853792190552,0.08744219690561295,0.04133667051792145
8,0,1,1.0000042915344238,6.130763381406723e-07,6.130764881464561e-07,1.5000578381135144e-13,3.000117515528089e-12,0.999997615814209,4.5998496034371783e-07,1.9042605572394677e-06,2.4912183427261425e-09,5.019545976786555e-12,2.982731032649677e-12,1.3296122659638403e-14,4.090261539435288e-15
9,0,1,1.0508345365524292,0.0072620767168700695,0.007330631102872403,6.855438600233395e-05,0.001381117501296103,0.9737671613693237,0.006828695069998503,0.017357470467686653,0.00045164840412326157,0.00021382328122854233,0.0012432212242856622,0.00010071431461255997,3.718197694979608e-05
