rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2794,0,7,7.173877716064453,0.8819825053215027,0.9113169369012377,0.9942401051521301
2,3593,0,7,7.011570453643799,0.8587957620620728,0.894093486536784,0.999905526638031
3,4485,7,7,7.007371425628662,0.8581959009170532,0.8932529440837769,0.9888865947723389
4,3901,0,7,6.983004093170166,0.8547148704528809,0.8902990873169827,0.9797070622444153
5,5157,7,7,6.9319987297058105,0.8474283814430237,0.8843134480889727,0.9670230150222778
6,3794,7,7,6.786104679107666,0.8265863656997681,0.8653528039331331,0.8941958546638489
7,3477,0,7,6.619997501373291,0.8028568029403687,0.8467595705813764,0.8907792568206787
8,998,0,7,6.591301918029785,0.7987574338912964,0.8436836436092534,0.8929762840270996
9,307,0,7,6.489647388458252,0.7842353582382202,0.8281886618928382,0.8148379325866699
10,3651,7,7,6.4378156661987305,0.776830792427063,0.8227947236510751,0.8238400220870972
11,4436,8,8,6.423925399780273,0.7748464941978455,0.8183304816807411,0.7725216150283813
12,3636,7,7,6.257237434387207,0.7510339021682739,0.8000404786826518,0.7873614430427551
13,4315,8,8,6.264780521392822,0.7521114945411682,0.7982694997455848,0.7448188066482544
14,3458,7,7,6.179817199707031,0.7399739027023315,0.7904506310391,0.7764871120452881
15,4370,6,7,6.178926467895508,0.7398466467857361,0.788959240560513,0.7551329731941223
16,3721,1,7,6.139385223388672,0.7341979146003723,0.7852879126616301,0.7688426971435547
17,4198,8,8,6.087499618530273,0.7267856597900391,0.7758052947651208,0.7176729440689087
18,4389,8,8,6.000378608703613,0.7143397927284241,0.7651302115529326,0.711200475692749
19,1791,0,7,5.89283561706543,0.6989765167236328,0.7535570799768436,0.7252665162086487
20,2488,0,8,5.864811897277832,0.6949731111526489,0.7466501724196402,0.6776722073554993
