rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,4436,8,8,7.54897928237915,0.9355684518814087,0.9565106682424187,0.9286584854125977
2,3593,0,7,6.99999475479126,0.8571420907974243,0.9071423590183259,1.0
3,3477,0,7,6.999929428100586,0.8571327924728394,0.907136234635406,0.9999983906745911
4,3901,0,7,6.995725631713867,0.8565322160720825,0.9067357074783065,0.9997962117195129
5,4485,7,7,6.9925689697265625,0.8560813069343567,0.9063456225829452,0.9978712797164917
6,2794,0,7,6.987818717956543,0.8554026484489441,0.9059893237133417,0.9995574355125427
7,3794,7,7,6.990947246551514,0.8558496236801147,0.9052332158713015,0.9788110256195068
8,3777,7,7,6.966740131378174,0.8523914217948914,0.9035119865622045,0.9895004630088806
9,4627,8,8,7.014736652374268,0.8592481017112732,0.9008328065330531,0.8441338539123535
10,4379,8,8,6.952218532562256,0.8503169417381287,0.8944302381193694,0.8420324325561523
11,4198,8,8,6.921557903289795,0.8459368348121643,0.8896678886656317,0.8110041618347168
12,3974,7,7,6.802099227905273,0.8288713097572327,0.8863601096472854,0.9598256945610046
13,4145,8,8,6.858069896697998,0.8368671536445618,0.8842717558725406,0.8302541375160217
14,3658,7,7,6.634842395782471,0.8049774765968323,0.8674834754330112,0.9157330393791199
15,5150,7,8,6.66923713684082,0.8098910450935364,0.8649898757542154,0.8280789852142334
16,3651,7,7,6.536698818206787,0.790956974029541,0.8556483837339357,0.8841844797134399
17,4315,8,8,6.564890384674072,0.7949843406677246,0.8520898906680628,0.7958353757858276
18,3636,7,7,6.490817546844482,0.7844024896621704,0.8509205665366956,0.8815113306045532
19,4158,1,7,6.426203727722168,0.7751719355583191,0.8441120659396727,0.876099705696106
20,2488,0,7,6.281251907348633,0.7544645667076111,0.8215409979004292,0.7805266380310059
