node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.5162365436553955,0.07374807447195053,0.03360528126358986,2.32596755027771,0.7142212390899658,0.7235326766967773,0.19070272147655487,0.030296802520751953,0.01585938222706318,0.006003146059811115,0.015475261956453323,0.010936942882835865,0.007193076889961958
1,0,1,1.9037728309631348,0.1291104108095169,0.07936514168977737,2.1465117931365967,0.5834978222846985,0.6385192275047302,0.1756504625082016,0.06452566385269165,0.03143303096294403,0.01050650980323553,0.03029683232307434,0.03221650421619415,0.01685180328786373
2,0,1,1.9346803426742554,0.1335257589817047,0.08298879116773605,2.014631748199463,0.4874306619167328,0.6274240612983704,0.1803411841392517,0.06719105690717697,0.03096066229045391,0.011094079352915287,0.03233310952782631,0.03355642408132553,0.017099251970648766
3,0,1,1.238693356513977,0.03409904986619949,0.004208466969430447,2.7182817459106445,1.0,0.8124347925186157,0.15312011539936066,0.02903863973915577,0.0010967517737299204,0.00010119922808371484,0.0016395972343161702,0.002379071433097124,0.00018979852029588073
4,0,1,1.5912739038467407,0.08446770161390305,0.03478662297129631,2.7182817459106445,1.0,0.693962037563324,0.16761696338653564,0.09379903972148895,0.00863663200289011,0.001198719721287489,0.006531138904392719,0.025089940056204796,0.0031655437778681517
5,0,1,1.3195030689239502,0.04564329609274864,0.012885656207799911,2.7182817459106445,1.0,0.7739158868789673,0.18772320449352264,0.019021037966012955,0.005351234693080187,0.0011030135210603476,0.005382961127907038,0.006161598023027182,0.0013410972896963358
6,0,1,1.5349915027618408,0.07642735540866852,0.04715384170413017,2.7182817459106445,1.0,0.7736579775810242,0.12277451157569885,0.030455738306045532,0.02087313123047352,0.005084879696369171,0.021364476531744003,0.019001519307494164,0.006787846330553293
7,0,1,1.8745992183685303,0.12494274228811264,0.07388003170490265,2.069803237915039,0.5276199579238892,0.6443168520927429,0.16569525003433228,0.07568514347076416,0.03056657314300537,0.009856181219220161,0.02959965541958809,0.03155164048075676,0.01272873766720295
8,0,1,1.0264912843704224,0.0037844690959900618,9.772696103027556e-06,2.7182817459106445,1.0,0.9740598201751709,0.025430643931031227,0.0004938057390972972,5.750463515141746e-06,1.1046603276554379e-07,3.2895745789573994e-06,6.2801286730973516e-06,2.029929646596429e-07
9,0,1,1.137261986732483,0.01960885524749756,0.004702730569988489,2.7182817459106445,1.0,0.8971547484397888,0.08778778463602066,0.008288043551146984,0.0019165199482813478,0.00015010648348834366,0.0019116213079541922,0.0025477141607552767,0.00024339513038285077
10,0,1,1.441208839416504,0.06302983313798904,0.027730759233236313,2.7182817459106445,1.0,0.7561759948730469,0.16219860315322876,0.04002874344587326,0.011513417586684227,0.0023524928838014603,0.014682983979582787,0.00974676851183176,0.0033010051120072603
11,0,1,1.4599082469940186,0.06570117920637131,0.03383179008960724,2.7182817459106445,1.0,0.7742170691490173,0.14002540707588196,0.033476322889328,0.01446094736456871,0.003988356329500675,0.014535360969603062,0.014157775789499283,0.00513865239918232
12,0,1,1.6955223083496094,0.09936033189296722,0.06020043045282364,2.2719974517822266,0.6749070286750793,0.7186580300331116,0.14340825378894806,0.042797040194272995,0.026208247989416122,0.008728032000362873,0.021355418488383293,0.025709116831421852,0.013135896064341068
13,0,1,1.6318622827529907,0.09026604145765305,0.058119501918554306,2.5708112716674805,0.8925760984420776,0.7620026469230652,0.1115991473197937,0.03056902065873146,0.027862928807735443,0.009846687316894531,0.024778282269835472,0.021130304783582687,0.012210915796458721
14,0,1,1.7065263986587524,0.10093234479427338,0.06112023442983627,2.2164764404296875,0.6344631314277649,0.7145941853523254,0.142655149102211,0.04710719361901283,0.02525690197944641,0.009266511537134647,0.02444290556013584,0.02213585004210472,0.01454147882759571
15,0,1,1.8025540113449097,0.11465056985616684,0.07056543231010437,2.247251033782959,0.6568806767463684,0.676503598690033,0.16188381612300873,0.0530373640358448,0.027649307623505592,0.010360527783632278,0.027358466759324074,0.029035739600658417,0.014171227812767029
16,0,1,1.1502641439437866,0.02146630547940731,0.008266190998256207,2.7182817459106445,1.0,0.9132785797119141,0.059185754507780075,0.015767673030495644,0.0030486530158668756,0.00045315740862861276,0.001887669786810875,0.0055036419071257114,0.0008748788968659937
17,0,1,1.4078192710876465,0.05825989693403244,0.03058939427137375,2.7182817459106445,1.0,0.8031361103057861,0.11756587028503418,0.032598599791526794,0.013699431903660297,0.0024105734191834927,0.012632856145501137,0.014544510282576084,0.003412027843296528
18,0,1,1.3749226331710815,0.05356037616729736,0.020334893837571144,2.7182817459106445,1.0,0.780016303062439,0.15473195910453796,0.03235115483403206,0.010012808255851269,0.0025528569240123034,0.00953355897217989,0.008038677275180817,0.002762658754363656
19,0,1,1.1639370918273926,0.023419585078954697,0.006924831308424473,2.7182817459106445,1.0,0.8860223293304443,0.09324232488870621,0.010451160371303558,0.003001060103997588,0.00035813203430734575,0.0028510545380413532,0.003414842067286372,0.0006589351687580347
20,0,1,1.0941704511642456,0.013452921994030476,0.004622183740139008,2.7182817459106445,1.0,0.9413481950759888,0.04272732511162758,0.008807091973721981,0.0023216954432427883,0.00017359376943204552,0.0019230606267228723,0.0023397542536258698,0.000359368888894096
21,0,1,1.1182303428649902,0.01689004898071289,0.005227104760706425,2.7182817459106445,1.0,0.9196393489837646,0.06473695486783981,0.007275681011378765,0.0027249727863818407,0.00039614515844732523,0.0025788687635213137,0.002249634824693203,0.000398601230699569
22,0,1,1.136101484298706,0.019443068653345108,0.004730451852083206,2.7182817459106445,1.0,0.9013044238090515,0.08297491818666458,0.00729510560631752,0.003249769564718008,0.00044520548544824123,0.0022305974271148443,0.0016456997254863381,0.0008541548158973455
23,0,1,1.326040267944336,0.04657718166708946,0.02625727280974388,2.7182817459106445,1.0,0.8571200966835022,0.07705467194318771,0.02338477410376072,0.013546395115554333,0.002636812860146165,0.010433054529130459,0.011905239894986153,0.003918979316949844
24,0,1,1.0679911375045776,0.009713019244372845,0.0012715792981907725,2.7182817459106445,1.0,0.9486311674118042,0.040692295879125595,0.008330484852194786,0.0009802033891901374,9.428065095562488e-05,0.00043896978604607284,0.0007029628031887114,0.00012964678171556443
25,0,1,1.1144623756408691,0.016351768746972084,0.004451673943549395,2.7182817459106445,1.0,0.9172088503837585,0.06996092200279236,0.005763593129813671,0.0023011229932308197,0.0003136584418825805,0.0022579487413167953,0.0018294123001396656,0.0003643128147814423
26,0,1,1.119942307472229,0.017134616151452065,0.0011116110254079103,2.7182817459106445,1.0,0.8907515406608582,0.10315815359354019,0.004358588717877865,0.0005350689752958715,8.492754568578675e-05,0.0006502036703750491,0.00035866760299541056,0.00010273980296915397
27,0,1,1.7190357446670532,0.10271938890218735,0.05407370999455452,2.240546941757202,0.6519971489906311,0.662769615650177,0.20606976747512817,0.04344805330038071,0.02248782478272915,0.01115110982209444,0.022457189857959747,0.019599687308073044,0.012016832828521729
28,0,1,1.5129196643829346,0.07327423989772797,0.04438077285885811,2.565031051635742,0.8883655071258545,0.7818213105201721,0.12556225061416626,0.027315843850374222,0.014978684484958649,0.005941163748502731,0.011475666426122189,0.02368899993598461,0.009216108359396458
29,0,1,2.3782825469970703,0.1968975067138672,0.12623819708824158,1.742525339126587,0.2892164885997772,0.48236432671546936,0.22880491614341736,0.10149579495191574,0.042026154696941376,0.019070565700531006,0.0432894341647625,0.05296316370368004,0.029985591769218445
30,0,1,2.213773488998413,0.17339621484279633,0.12398533523082733,1.9590107202529907,0.44691386818885803,0.5991678237915039,0.1429244428873062,0.08122280985116959,0.03816233575344086,0.01453731581568718,0.033576756715774536,0.06497671455144882,0.025431867688894272
31,0,1,2.311962366104126,0.1874231994152069,0.11529649794101715,2.0214297771453857,0.49238264560699463,0.5494767427444458,0.14575167000293732,0.1135592982172966,0.0536341555416584,0.022281520068645477,0.0301679540425539,0.057675983756780624,0.027452554553747177
32,0,1,1.4455044269561768,0.06364349275827408,0.02426493726670742,2.7182817459106445,1.0,0.7334027886390686,0.1936003714799881,0.0340031199157238,0.011503397487103939,0.003225538181141019,0.01265544444322586,0.00805837195366621,0.0035511204041540623
