rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3637,8,8,7.53572416305542,0.9336748719215393,0.9368123002608915,0.9460753202438354
2,2794,0,7,7.4103922843933105,0.9157703518867493,0.919981568960136,0.9999369978904724
3,4627,8,8,7.355682373046875,0.9079546332359314,0.9123056292424092,0.9454025030136108
4,89,0,7,7.310922622680664,0.901560366153717,0.9064587407098521,0.9952037334442139
5,3794,7,7,7.308557033538818,0.9012224078178406,0.9060830635520667,0.9841616153717041
6,5157,7,7,7.2100510597229,0.8871501684188843,0.8927847450735079,0.998597264289856
7,4485,7,7,7.152796268463135,0.8789709210395813,0.8849017846288959,0.9800724983215332
8,3651,7,7,7.146246433258057,0.8780351877212524,0.8839466472676492,0.9693713188171387
9,3777,7,7,7.127651214599609,0.8753787279129028,0.8816085710957644,0.9998041391372681
10,4379,8,8,7.110066890716553,0.872866690158844,0.8786330091144741,0.9071295261383057
11,3901,0,7,7.007259845733643,0.8581799864768982,0.8652696485996758,0.9998112320899963
12,3477,0,7,7.005972385406494,0.8579960465431213,0.8650960787429041,0.9999766945838928
13,3593,0,7,7.000628471374512,0.8572326302528381,0.8643709987401962,1.0
14,4437,0,8,6.992038726806641,0.8560055494308472,0.8623399585899548,0.8798129558563232
15,3816,8,7,6.981029510498047,0.8544327616691589,0.8608603852651155,0.8831140398979187
16,3636,7,7,6.962948799133301,0.8518498539924622,0.8587817208512417,0.9357894062995911
17,4370,6,7,6.9086713790893555,0.8440958857536316,0.8510932572989921,0.8976506590843201
18,5150,7,7,6.904111862182617,0.8434445261955261,0.850382669952479,0.8863495588302612
19,3974,7,7,6.832657337188721,0.8332367539405823,0.8410539018689656,0.9375144839286804
20,3658,7,7,6.792314529418945,0.827473521232605,0.8352684334257443,0.9036192297935486
