rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3637,8,8,7.566685676574707,0.9380979537963867,0.95281734086835,0.9511405825614929
2,2794,0,7,7.234071731567383,0.8905816674232483,0.9177865938855625,0.9945290088653564
3,3777,7,7,7.129129886627197,0.8755899667739868,0.9052511963198846,0.9536603689193726
4,4485,7,7,7.071751117706299,0.8673930168151855,0.9002707114443496,0.9917334318161011
5,5157,7,7,7.0646257400512695,0.8663750886917114,0.8997024145612791,0.9976381063461304
6,89,0,7,7.03078556060791,0.8615407943725586,0.8939568321515026,0.9364790916442871
7,3794,7,7,7.0177435874938965,0.8596776723861694,0.8929957333648666,0.9497579336166382
8,3901,0,7,6.965240001678467,0.8521771430969238,0.8885796829778414,0.9850314259529114
9,4627,8,8,6.89951753616333,0.8427882194519043,0.8775894505142006,0.885461151599884
10,3651,7,7,6.879920482635498,0.839988648891449,0.8775829376833402,0.9397905468940735
11,3593,0,7,6.843222618103027,0.8347460627555847,0.8752378805352743,0.9801114201545715
12,3477,0,7,6.846112251281738,0.8351588845252991,0.8742653316849527,0.948948860168457
13,3636,7,7,6.719648361206055,0.8170925974845886,0.8581255057365675,0.8973482251167297
14,4436,8,8,6.684304237365723,0.8120434880256653,0.8504987501912273,0.8183863759040833
15,307,0,7,6.629150390625,0.8041643500328064,0.8463977042336532,0.8626285195350647
16,4315,8,7,6.510914325714111,0.7872734665870667,0.8298715554483707,0.800992488861084
17,4370,6,7,6.441908836364746,0.7774155735969543,0.8225228771308197,0.8106102347373962
18,5028,0,7,6.377046585083008,0.7681494951248169,0.8141412259776395,0.793472170829773
19,4198,8,8,6.355925559997559,0.7651322484016418,0.81008245876047,0.7655407786369324
20,4394,0,8,6.30806303024292,0.7582947015762329,0.8024768225528369,0.7311733961105347
