rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3475,8,7,7.266840934753418,0.8952630162239075,0.9003346356930138,0.9684486389160156
2,3300,7,7,7.113312721252441,0.8733304142951965,0.8796347347334939,0.995396077632904
3,3335,7,7,7.0484113693237305,0.864058792591095,0.8708028428933519,0.992201030254364
4,3367,0,7,7.022365093231201,0.8603378534317017,0.8673188629829326,0.999699592590332
5,3208,7,7,7.008819580078125,0.8584027886390686,0.8654801767526228,0.999650776386261
6,3250,0,7,6.998133182525635,0.8568761944770813,0.863980403763998,0.9927362203598022
7,3100,0,7,6.994110584259033,0.856301486492157,0.8633188792622514,0.976682722568512
8,3537,8,8,6.903008937835693,0.8432869911193848,0.8502403354239562,0.8873984813690186
9,3439,0,7,6.873790740966797,0.8391129374504089,0.8463053025639559,0.8940886855125427
10,3198,7,7,6.810551643371582,0.8300787806510925,0.8377410457802439,0.9018608927726746
11,3448,7,7,6.766111373901367,0.8237301707267761,0.8315801719619251,0.8906800746917725
12,3721,8,8,6.729990482330322,0.818570077419281,0.8261695845006798,0.8377346992492676
13,3487,8,7,6.70145845413208,0.8144940733909607,0.8223299874296608,0.8448154926300049
14,3410,7,7,6.5691423416137695,0.7955917716026306,0.8043606912897399,0.8579810857772827
15,3772,8,8,6.571992874145508,0.7959989905357361,0.8041926548380512,0.8032964468002319
16,3901,7,7,6.492962837219238,0.7847089767456055,0.7935481115404854,0.8211336135864258
17,3299,1,7,6.485960006713867,0.7837085723876953,0.7926365600532165,0.8255516886711121
18,3497,7,7,6.413071632385254,0.7732959389686584,0.7827838891728796,0.8370339870452881
19,4180,0,7,6.187047481536865,0.7410067915916443,0.7506499068178991,0.7446616291999817
20,3223,7,7,6.152000904083252,0.736000120639801,0.7458041500828111,0.7427298426628113
