node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,delta_rc,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.514070987701416,0.07343871146440506,0.08266759096089636,0.009228879496491307,0.028458157554268837,0.7878364324569702,0.06111668050289154,0.08596363663673401,0.023866020143032074,0.012759189121425152,0.017148595303297043,0.0065178778022527695,0.004791684914380312
1,0,1,1.8810319900512695,0.12586171925067902,0.14220005970368915,0.016338340453010122,0.05340227484703064,0.6542568206787109,0.1061679869890213,0.11509719491004944,0.04210929945111275,0.02896648272871971,0.029224799945950508,0.012890564277768135,0.011286908760666847
2,0,1,2.800671100616455,0.2572387158870697,0.30426139566140925,0.047022679774339556,0.18087980151176453,0.4748315215110779,0.09903889149427414,0.13313938677310944,0.0630970373749733,0.049013469368219376,0.07638853043317795,0.06337319314479828,0.0411180779337883
3,0,1,1.9224612712860107,0.13178017735481262,0.15289584334374576,0.02111566598893313,0.0694875568151474,0.6775608062744141,0.08213268965482712,0.09917940944433212,0.03853465989232063,0.033104974776506424,0.03764127194881439,0.017184492200613022,0.014661788940429688
4,0,1,1.3658688068389893,0.05226697400212288,0.057939480784923475,0.005672506782800596,0.017100978642702103,0.8378332257270813,0.052119217813014984,0.06895164400339127,0.016132593154907227,0.007862311787903309,0.00951323937624693,0.00468105124309659,0.0029066873248666525
5,0,1,2.070103883743286,0.1528719812631607,0.18181411742604903,0.028942136162888335,0.09761431068181992,0.6331470608711243,0.10100885480642319,0.10479986667633057,0.03391891345381737,0.02951093576848507,0.06159692630171776,0.020411444827914238,0.015605944208800793
6,0,1,1.3316869735717773,0.04738385230302811,0.05134680176154714,0.003962949458519038,0.011885913088917732,0.8455707430839539,0.05312635377049446,0.06431428343057632,0.01678554154932499,0.00831717811524868,0.007089811842888594,0.0027150760870426893,0.002081025391817093
7,0,1,1.2667748928070068,0.038110699504613876,0.041423470539787476,0.0033127710351736,0.009840072132647038,0.8785296678543091,0.03832503780722618,0.05346307530999184,0.01241388265043497,0.007428325712680817,0.006298610474914312,0.00171459570992738,0.001826865947805345
8,0,1,1.1390407085418701,0.019862959161400795,0.020914553187515852,0.0010515940261150557,0.003065443132072687,0.919163703918457,0.042171962559223175,0.028390711173415184,0.0052928626537323,0.0019152649911120534,0.002242414513602853,0.00042558720451779664,0.00039744144305586815
9,0,1,1.057666301727295,0.008238042704761028,0.008613829361504016,0.0003757866567429873,0.0010825946228578687,0.9619525074958801,0.023391373455524445,0.01228910032659769,0.0010511555010452867,0.000233281753025949,0.0009317389340139925,0.00010457061580382288,4.62850985059049e-05
10,0,1,1.1067339181900024,0.015247702598571777,0.016019941577721766,0.0007722389791499889,0.002240560483187437,0.9428264498710632,0.02135135792195797,0.028759196400642395,0.0034667151048779488,0.0013559249928221107,0.0016575886402279139,0.0003285735147073865,0.0002543983282521367
11,0,1,1.1173912286758423,0.016770174726843834,0.01769802539975984,0.0009278506729160034,0.002696217969059944,0.9277291893959045,0.04178525507450104,0.02295253984630108,0.003920332994312048,0.0009164928342215717,0.002150528598576784,0.0002985882747452706,0.0002471010957378894
12,0,1,1.0401805639266968,0.0057400804944336414,0.005803822995534334,6.37425011006926e-05,0.00018317285866942257,0.9739421010017395,0.014066201634705067,0.010393956676125526,0.0012820675037801266,0.00013231772754807025,0.00015740790695417672,1.62843080033781e-05,9.480651897320058e-06
13,0,1,1.140813946723938,0.020116278901696205,0.021273326356305893,0.0011570474546096874,0.0033737164922058582,0.925087034702301,0.028178978711366653,0.03678200766444206,0.004993430804461241,0.0015848369803279638,0.0027370983734726906,0.00039050341001711786,0.0002461148251313716
14,0,1,1.0885676145553589,0.01265251636505127,0.013175254947780355,0.0005227385827290855,0.0015126779908314347,0.9502795338630676,0.02064439468085766,0.02354305423796177,0.003185533918440342,0.0008346436661668122,0.001245093997567892,0.00015650254499632865,0.00011108143371529877
15,0,1,1.664137601852417,0.09487680345773697,0.10739779845641814,0.012520994998681173,0.039524201303720474,0.7498024702072144,0.05312473326921463,0.10843219608068466,0.026288436725735664,0.022827770560979843,0.021948520094156265,0.008800127543509007,0.008775555528700352
16,0,1,1.5890610218048096,0.08415157347917557,0.09500967141317716,0.0108580979340016,0.03387365862727165,0.7538684010505676,0.08204011619091034,0.0896955132484436,0.02364652045071125,0.016875820234417915,0.020554672926664352,0.006819309201091528,0.00649967510253191
17,0,1,1.2407958507537842,0.03439940884709358,0.03720026307423122,0.0028008542271376405,0.008287526667118073,0.8893696069717407,0.030925912782549858,0.05514001473784447,0.011329230852425098,0.0049477554857730865,0.005252107046544552,0.0016973073361441493,0.0013381119351834059
18,0,1,1.9609559774398804,0.1372794210910797,0.15779003699754723,0.020510615906467532,0.06792669743299484,0.5873249173164368,0.17958331108093262,0.11862476170063019,0.02545861341059208,0.021081650629639626,0.034800395369529724,0.02246529422700405,0.010661005042493343
19,0,1,1.0123200416564941,0.0017600059509277344,0.0018039286330298985,4.392268210216404e-05,0.00012571463594213128,0.9929628968238831,0.0028550266288220882,0.003491620998829603,0.00045325973769649863,0.00011162806913489476,9.465821494814008e-05,1.5318159057642333e-05,1.573826011735946e-05
20,0,1,1.6929900646209717,0.09899858385324478,0.1119390573035961,0.012940473450351325,0.041035208851099014,0.7325133681297302,0.056947458535432816,0.12420880794525146,0.02644047513604164,0.018854768946766853,0.020766740664839745,0.012828610837459564,0.007439855951815844
21,0,1,1.1547068357467651,0.02210097573697567,0.023302343000262005,0.001201367263286335,0.003510053502395749,0.9065976738929749,0.05263901501893997,0.030342524871230125,0.005077781155705452,0.001832811045460403,0.002642842009663582,0.00046642948291264474,0.0004007820680271834
22,0,1,1.162914752960205,0.023273536935448647,0.024903044524197268,0.0016295075887486213,0.004766673315316439,0.9211545586585999,0.026074467226862907,0.03722492977976799,0.006935758050531149,0.0038437757175415754,0.003170567797496915,0.0008176303817890584,0.0007784751942381263
23,0,1,1.266096830368042,0.03801383450627327,0.04093318358671767,0.002919349080444404,0.00867060013115406,0.8771200776100159,0.03769597038626671,0.05548224598169327,0.015674054622650146,0.005356979090720415,0.0046910252422094345,0.0023258838336914778,0.0016536912880837917
24,0,1,1.5059608221054077,0.07228011637926102,0.08076734499282948,0.008487228613568456,0.02613851986825466,0.7956862449645996,0.04960722103714943,0.09136949479579926,0.021203763782978058,0.015994805842638016,0.015861012041568756,0.0052236150950193405,0.005053892266005278
25,0,1,1.3619154691696167,0.05170220881700516,0.057190328959314474,0.005488120142309315,0.016535252332687378,0.8430704474449158,0.05039820075035095,0.062011055648326874,0.018134959042072296,0.00985017605125904,0.009088278748095036,0.0038808207027614117,0.0035661524161696434
26,0,1,1.5143386125564575,0.07347694784402847,0.08067031834474585,0.0071933705007173705,0.02218238078057766,0.7831307649612427,0.05300731956958771,0.10208406299352646,0.025456922128796577,0.014138419181108475,0.013256778009235859,0.004524229094386101,0.004401373211294413
27,0,1,4.090150833129883,0.4414501190185547,0.5122344202094155,0.07078430119086078,0.36208200454711914,0.2074853777885437,0.11499015986919403,0.1542673408985138,0.08097822219133377,0.08019693940877914,0.1488744020462036,0.13392172753810883,0.07928584516048431
28,0,1,1.230021357536316,0.03286019340157509,0.03541558456740601,0.0025553911658309256,0.0075491853058338165,0.8868820071220398,0.043991319835186005,0.04601014032959938,0.00991128385066986,0.005656002555042505,0.004857543855905533,0.0014773247530683875,0.0012143164640292525
29,0,1,1.757514476776123,0.10821635276079178,0.11893151614774353,0.010715163386951741,0.03432979807257652,0.6008647680282593,0.21688711643218994,0.10952576994895935,0.027950873598456383,0.010441762395203114,0.017006389796733856,0.010339800268411636,0.006983606610447168
30,0,1,1.2094128131866455,0.02991611696779728,0.03538498985462804,0.005468872886830762,0.016107216477394104,0.9037961959838867,0.04509870707988739,0.029730232432484627,0.0038016908802092075,0.001466029672883451,0.011226603761315346,0.0027129375375807285,0.0021676754113286734
31,0,1,1.1895840167999268,0.02708343043923378,0.02795200579468789,0.0008685753554541107,0.002550726290792227,0.8606751561164856,0.10206490755081177,0.03060561791062355,0.003432831959798932,0.0006708383443765342,0.002118167234584689,0.0002927574678324163,0.00013980157382320613
