rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2794,0,7,7.270233631134033,0.8957476615905762,0.9321342372879329,0.9972116351127625
2,89,0,7,7.188944339752197,0.8841348886489868,0.9230871187818209,0.96053147315979
3,4627,8,8,7.186665058135986,0.8838092684745789,0.9209017009468325,0.912106990814209
4,4485,7,7,7.086977005004883,0.8695681691169739,0.9150445660196092,0.9961721897125244
5,3901,0,7,7.039252758026123,0.8627504110336304,0.9107263533322925,0.9987215399742126
6,3477,0,7,7.016901969909668,0.8595574498176575,0.908709447679886,0.9999411106109619
7,3593,0,7,7.006828784942627,0.8581184148788452,0.9077764812909639,0.9999901652336121
8,3777,7,7,7.0015869140625,0.8573695421218872,0.9060169012366174,0.9744935035705566
9,3955,7,7,6.898544788360596,0.8426492810249329,0.8949637298646789,0.9499152898788452
10,3794,7,7,6.883586883544922,0.8405123949050903,0.8912011021423588,0.908063530921936
11,3651,7,7,6.828221321105957,0.8326030373573303,0.8850334856906912,0.8948864936828613
12,4183,3,7,6.717436790466309,0.816776692867279,0.8731039976174706,0.8783552646636963
13,3974,7,7,6.672689437866211,0.810384213924408,0.8698896249792423,0.8966313600540161
14,3721,1,7,6.577349662780762,0.7967642545700073,0.8574759889086145,0.8535019159317017
15,4315,8,8,6.598914623260498,0.7998449206352234,0.8572940419060249,0.8200658559799194
16,4145,8,8,6.539188861846924,0.7913126945495605,0.8500085528793221,0.803606390953064
17,892,0,7,6.476465225219727,0.7823521494865417,0.8459689266526951,0.835120677947998
18,4389,8,7,6.415946960449219,0.7737067341804504,0.8365765739579544,0.7937846183776855
19,3658,7,7,6.2487263679504395,0.7498180270195007,0.8193939025748399,0.794574499130249
20,3493,7,7,6.151246547698975,0.7358923554420471,0.8064759951500123,0.763580858707428
