rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,4436,8,8,7.518931865692139,0.9312759637832642,0.9332366384884268,0.950989305973053
2,2794,0,7,7.206194877624512,0.8865992426872253,0.8899648755673661,0.989303469657898
3,4315,8,8,7.13408088684082,0.8762972950935364,0.8796531608691759,0.9042825102806091
4,3777,7,7,7.077071666717529,0.8681530952453613,0.8720661930197232,0.9893034100532532
5,4485,7,7,7.071779251098633,0.8673970103263855,0.8713605237552157,0.9963358640670776
6,3593,0,7,7.0016961097717285,0.8573851585388184,0.8616632437011787,0.9999158382415771
7,3901,0,7,6.999174118041992,0.8570248484611511,0.8613031467197194,0.9974456429481506
8,3477,0,7,6.989325523376465,0.8556179404258728,0.8599395215884412,0.997718870639801
9,2488,0,8,6.954361438751221,0.8506230711936951,0.8546418024966458,0.8967764377593994
10,3651,7,7,6.943909645080566,0.8491299748420715,0.8532451173060827,0.9092025756835938
11,3493,7,7,6.857620716094971,0.8368029594421387,0.8413260391401388,0.9238483905792236
12,4871,7,7,6.831764221191406,0.8331092000007629,0.837658993278404,0.9087365865707397
13,4145,8,8,6.8081817626953125,0.8297402262687683,0.8339711173302924,0.8283207416534424
14,5150,7,8,6.773172855377197,0.8247389793395996,0.8290924947929432,0.8280060291290283
15,4370,6,7,6.7631378173828125,0.8233054280281067,0.8277222156050944,0.8332245349884033
16,3701,0,8,6.679429531097412,0.8113470673561096,0.8158547596545827,0.796470046043396
17,3636,7,7,6.6707987785339355,0.8101140856742859,0.8150322565494186,0.8633553981781006
18,4389,8,7,6.664613246917725,0.8092304468154907,0.8139529803972239,0.825172483921051
19,4330,7,7,6.615314960479736,0.8021878600120544,0.8069307329770039,0.7992217540740967
20,4925,1,7,6.601761817932129,0.8002516627311707,0.8051937566999051,0.8247200846672058
