rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,3721,8,8,7.428134441375732,0.9183049201965332,0.9442986634304603,0.9090858101844788
2,2575,0,8,7.2234907150268555,0.8890700936317444,0.924911710424146,0.9231470823287964
3,2795,0,7,6.97208833694458,0.8531554937362671,0.9030030721261703,0.9698807001113892
4,3367,0,7,6.953658580780029,0.8505226373672485,0.9026589191266445,0.9965442419052124
5,3300,7,7,6.9115142822265625,0.8445020318031311,0.8982937036339183,0.9883762001991272
6,3335,7,7,6.853822708129883,0.8362603783607483,0.8917036762178663,0.9674471020698547
7,3208,7,7,6.830680847167969,0.8329544067382812,0.8894730517387188,0.9666932225227356
8,3439,0,7,6.863944053649902,0.8377062678337097,0.8885154343933619,0.8944833874702454
9,3250,0,7,6.755275726318359,0.8221822381019592,0.8823461604776222,0.9667027592658997
10,3475,8,7,6.757928371429443,0.8225612044334412,0.875414722587885,0.851054310798645
11,4430,0,8,6.725155830383301,0.8178793787956238,0.8697178058360058,0.8132510781288147
12,3772,8,8,6.683525562286377,0.8119322061538696,0.866051863157416,0.8221907019615173
13,3332,1,7,6.642786502838135,0.8061123490333557,0.8632446818471315,0.8419063091278076
14,4357,7,7,6.584415912628174,0.7977737188339233,0.8628991044639921,0.9201204180717468
15,3100,0,7,6.538670539855957,0.7912386655807495,0.8584846797537196,0.9203402996063232
16,3448,7,7,6.408516883850098,0.7726452946662903,0.8407187325111734,0.8554717898368835
17,3901,7,7,6.381804466247559,0.7688292264938354,0.8370126912072784,0.8427098989486694
18,4091,7,7,6.331912517547607,0.761701762676239,0.8343986611648398,0.8716196417808533
19,3537,8,8,6.361544609069824,0.765934944152832,0.8296365703570814,0.7775814533233643
20,2149,0,7,6.297946453094482,0.756849467754364,0.8287105453820555,0.8444043397903442
