rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2795,0,7,7.310883045196533,0.9015547037124634,0.909337826995474,0.9882548451423645
2,3487,8,8,7.12860107421875,0.8755144476890564,0.8843592287139711,0.8881332874298096
3,3475,8,8,7.086165428161621,0.869452178478241,0.8786549871588432,0.8811721801757812
4,3367,0,7,7.0410871505737305,0.863012433052063,0.87391044971871,0.9944348335266113
5,3335,7,7,6.988488674163818,0.8554983735084534,0.8669225710088128,0.9882412552833557
6,3208,7,7,6.980987548828125,0.8544268012046814,0.8659777914943058,0.9918541312217712
7,3721,8,8,6.945463180541992,0.8493518829345703,0.8597766135049641,0.8649901151657104
8,3300,7,7,6.9308576583862305,0.847265362739563,0.8592770887764795,0.9830551743507385
9,3448,7,7,6.916577339172363,0.8452253341674805,0.8571197841226785,0.9606263637542725
10,4091,7,7,6.880067825317383,0.8400096893310547,0.8524088590669998,0.9687438011169434
11,3198,7,7,6.8329315185546875,0.8332759141921997,0.8455689725919683,0.9216618537902832
12,3421,5,8,6.8089680671691895,0.8298525810241699,0.8402648775452235,0.764946699142456
13,3100,0,7,6.783461570739746,0.826208770275116,0.8392761163569213,0.9398738145828247
14,3250,0,7,6.724530220031738,0.8177900314331055,0.8312967761263963,0.9265920519828796
15,3537,8,8,6.679330348968506,0.8113328814506531,0.8237001753808858,0.8193858861923218
16,3439,0,7,6.5682220458984375,0.7954602837562561,0.8092646010812993,0.8436208367347717
17,4034,0,8,6.537610054016113,0.7910871505737305,0.8046295934750287,0.8102926015853882
18,3287,0,7,6.376032829284668,0.7680047154426575,0.7823082667249366,0.7706811428070068
19,3410,7,7,6.266972541809082,0.7524246573448181,0.768184024396831,0.7956854104995728
20,1317,0,7,6.06356954574585,0.7233670949935913,0.7403163174942875,0.7658715844154358
