node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.3034765720367432,0.04335379600524902,0.023144643753767014,1.6039807796478271,0.3675020635128021,0.8813071846961975,0.0389227531850338,0.045129090547561646,0.005630087107419968,0.00586619321256876,0.009301554411649704,0.009468729607760906,0.004374358337372541
1,0,1,2.1301217079162598,0.1614459604024887,0.1071045994758606,1.4515269994735718,0.28096649050712585,0.6310874819755554,0.1030300185084343,0.10294028371572495,0.0272234994918108,0.028614146634936333,0.0404667854309082,0.04371475800871849,0.022923054173588753
2,0,1,2.2132794857025146,0.17332564294338226,0.11377754807472229,1.5031095743179321,0.31024569272994995,0.6020750999450684,0.1197502613067627,0.10289066284894943,0.029765890911221504,0.03174050524830818,0.04023001343011856,0.04449450597167015,0.029053032398223877
3,0,2,1.6452291011810303,0.09217558801174164,0.0009662677766755223,2.7182817459106445,0.9999999403953552,0.3663332462310791,0.6259661316871643,0.006608336232602596,1.903220618260093e-05,0.0001069159188773483,0.00046273431507870555,0.0002768252161331475,0.00022670826001558453
4,0,2,1.915747046470642,0.13082100450992584,0.01844724453985691,2.7182817459106445,0.9999999403953552,0.21721231937408447,0.7326418161392212,0.027685312554240227,0.0010298938723281026,0.0029835619498044252,0.0029495814815163612,0.010521029122173786,0.004976633470505476
5,0,1,1.1103438138961792,0.015763401985168457,0.00021459846175275743,2.7182817459106445,0.9999999403953552,0.892963707447052,0.10474033653736115,0.0019322156440466642,4.1522071114741266e-05,0.00010767776984721422,0.00013860026956535876,4.121124220546335e-05,3.4786946343956515e-05
6,0,1,2.003173828125,0.143310546875,0.10140169411897659,2.7182817459106445,0.9999999403953552,0.6888086199760437,0.0577702559530735,0.11780615895986557,0.01810111477971077,0.016112271696329117,0.0350777804851532,0.048617783933877945,0.0177061315625906
7,0,1,2.4414000511169434,0.20591428875923157,0.16349244117736816,1.5730257034301758,0.34993138909339905,0.595773458480835,0.08507412672042847,0.0950186625123024,0.03035852126777172,0.030282702296972275,0.06039556860923767,0.06957370787858963,0.03352317214012146
8,0,1,1.0000054836273193,7.833753556951706e-07,9.4324678276414e-12,2.7182817459106445,0.9999999403953552,0.999996542930603,1.1634850807240582e-06,2.21336267713923e-06,4.3120517464849406e-13,1.2667427003176801e-11,7.579403250856931e-12,1.1849928590462744e-12,6.680712298472169e-13
9,0,1,1.0080815553665161,0.0011545078596100211,0.00013287272304296494,2.7182817459106445,0.9999999403953552,0.9958160519599915,0.0008847797871567309,0.003098483430221677,2.977881558763329e-05,3.8055663026170805e-05,5.447516741696745e-05,6.294203194556758e-05,1.545553095638752e-05
