rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,2795,0,7,7.310883045196533,0.9015547037124634,0.9044733749435924,0.9882548451423645
2,3487,8,8,7.12860107421875,0.8755144476890564,0.8788312405733995,0.8881332874298096
3,3475,8,8,7.086165428161621,0.869452178478241,0.8729032317334667,0.8811721801757812
4,3367,0,7,7.0410871505737305,0.863012433052063,0.8670991893020557,0.9944348335266113
5,3335,7,7,6.988488674163818,0.8554983735084534,0.8597824475710881,0.9882412552833557
6,3208,7,7,6.980987548828125,0.8544268012046814,0.8587584225632905,0.9918541312217712
7,3721,8,8,6.945463180541992,0.8493518829345703,0.853261156898468,0.8649901151657104
8,3300,7,7,6.9308576583862305,0.847265362739563,0.8517697600034067,0.9830551743507385
9,3448,7,7,6.916577339172363,0.8452253341674805,0.8496857529006797,0.9606263637542725
10,4091,7,7,6.880067825317383,0.8400096893310547,0.8446593779820342,0.9687438011169434
11,3198,7,7,6.8329315185546875,0.8332759141921997,0.8378858110921129,0.9216618537902832
12,3421,5,8,6.8089680671691895,0.8298525810241699,0.833757192219565,0.764946699142456
13,3100,0,7,6.783461570739746,0.826208770275116,0.831109025055793,0.9398738145828247
14,3250,0,7,6.724530220031738,0.8177900314331055,0.8228550606930896,0.9265920519828796
15,3537,8,8,6.679330348968506,0.8113328814506531,0.8159706166744903,0.8193858861923218
16,3439,0,7,6.5682220458984375,0.7954602837562561,0.8006369027531473,0.8436208367347717
17,4034,0,8,6.537610054016113,0.7910871505737305,0.7961655666617173,0.8102926015853882
18,3287,0,7,6.376032829284668,0.7680047154426575,0.7733685471735121,0.7706811428070068
19,3410,7,7,6.266972541809082,0.7524246573448181,0.7583344199893229,0.7956854104995728
20,1317,0,7,6.06356954574585,0.7233670949935913,0.7297230534313524,0.7658715844154358
