rank,node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,P_high
1,4436,8,8,7.518931865692139,0.9312759637832642,0.9365044296636978,0.950989305973053
2,2794,0,7,7.206194877624512,0.8865992426872253,0.8955742637009343,0.989303469657898
3,4315,8,8,7.13408088684082,0.8762972950935364,0.8852462704952418,0.9042825102806091
4,3777,7,7,7.077071666717529,0.8681530952453613,0.8785880226436598,0.9893034100532532
5,4485,7,7,7.071779251098633,0.8673970103263855,0.8779663794699326,0.9963358640670776
6,3593,0,7,7.0016961097717285,0.8573851585388184,0.8687933856384461,0.9999158382415771
7,3901,0,7,6.999174118041992,0.8570248484611511,0.8684336438173332,0.9974456429481506
8,3477,0,7,6.989325523376465,0.8556179404258728,0.8671421568593886,0.997718870639801
9,2488,0,8,6.954361438751221,0.8506230711936951,0.8613396880015637,0.8967764377593994
10,3651,7,7,6.943909645080566,0.8491299748420715,0.8601036880794345,0.9092025756835938
11,3493,7,7,6.857620716094971,0.8368029594421387,0.8488645053034725,0.9238483905792236
12,4871,7,7,6.831764221191406,0.8331092000007629,0.8452419820744723,0.9087365865707397
13,4145,8,8,6.8081817626953125,0.8297402262687683,0.8410226024328324,0.8283207416534424
14,5150,7,8,6.773172855377197,0.8247389793395996,0.8363483538818491,0.8280060291290283
15,4370,6,7,6.7631378173828125,0.8233054280281067,0.8350835282334071,0.8332245349884033
16,3701,0,8,6.679429531097412,0.8113470673561096,0.8233675801520377,0.796470046043396
17,3636,7,7,6.6707987785339355,0.8101140856742859,0.8232292080079731,0.8633553981781006
18,4389,8,7,6.664613246917725,0.8092304468154907,0.8218238697001123,0.825172483921051
19,4330,7,7,6.615314960479736,0.8021878600120544,0.8148355212519198,0.7992217540740967
20,4925,1,7,6.601761817932129,0.8002516627311707,0.8134305799811292,0.8247200846672058
