node_id,label,pred_label,S_i,S_i_norm,S_i_rc_norm,delta_rc,P_high,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.4716733694076538,0.06738191097974777,0.06804563653335198,0.0006637255536042141,0.023722663521766663,0.784695029258728,0.07394831627607346,0.09679703414440155,0.01177919004112482,0.009057777002453804,0.013919753022491932,0.005656699184328318,0.004146210849285126
1,0,1,1.6089396476745605,0.08699137717485428,0.08801376761957369,0.001022390444719408,0.037326790392398834,0.7430133819580078,0.09563887864351273,0.08513839542865753,0.023025350645184517,0.015857180580496788,0.021694611757993698,0.00737902894616127,0.008253148756921291
2,0,1,2.083137273788452,0.15473389625549316,0.1564538588194482,0.0017199625639550398,0.0678272619843483,0.5624199509620667,0.1944105178117752,0.06788405776023865,0.06596861779689789,0.0414896085858345,0.03473970293998718,0.016217095777392387,0.016870461404323578
3,0,1,2.332186222076416,0.19031231105327606,0.19221355634840387,0.0019012452951278037,0.07827072590589523,0.529681921005249,0.15409916639328003,0.06893303245306015,0.09517014771699905,0.07384496927261353,0.035810817033052444,0.016942739486694336,0.025517169386148453
4,0,1,1.366836667060852,0.05240523815155029,0.05293920354804323,0.0005339653964929413,0.01878318376839161,0.8351738452911377,0.04532937705516815,0.08833105117082596,0.007991354912519455,0.00439123809337616,0.012017553672194481,0.004141088575124741,0.002624541986733675
5,0,1,1.4460794925689697,0.06372564285993576,0.06431332573874572,0.0005876828788099563,0.020922744646668434,0.7954208850860596,0.07230167835950851,0.08679196983575821,0.015586398541927338,0.008976452052593231,0.012336107902228832,0.004258291330188513,0.004328345414251089
6,0,1,1.4987396001815796,0.07124851644039154,0.0720989334960037,0.0008504170556121531,0.030521873384714127,0.7936708331108093,0.06564556807279587,0.08054183423519135,0.018899478018283844,0.010720406658947468,0.017258038744330406,0.006706682965159416,0.006557151209563017
7,0,1,1.5128116607666016,0.07325880974531174,0.07432635951149547,0.001067549766183723,0.038397982716560364,0.8056692481040955,0.07303719967603683,0.03812004253268242,0.02905191481113434,0.015723494812846184,0.02417435310781002,0.006952277384698391,0.007271354086697102
8,0,1,1.4967949390411377,0.07097070664167404,0.07190742209711028,0.0009367154554362297,0.03360911086201668,0.8095541596412659,0.06952159851789474,0.03957923874258995,0.030187265947461128,0.017548514530062675,0.021089227870106697,0.005726163275539875,0.0067937192507088184
9,0,1,1.193102478981018,0.027586068958044052,0.027666414728641613,8.034577059756088e-05,0.002754169050604105,0.8474046587944031,0.1271214634180069,0.017411254346370697,0.00421758322045207,0.001090747187845409,0.002491982653737068,0.00015240442007780075,0.00010978199861710891
10,0,1,1.4829862117767334,0.06899803131818771,0.06996745425623979,0.0009694229380520736,0.03470894694328308,0.8253158926963806,0.03283460810780525,0.08320383727550507,0.012211035937070847,0.011725639924407005,0.01576092094182968,0.011232555843889713,0.007715470623224974
11,0,1,1.6455609798431396,0.09222299605607986,0.09252867274133265,0.0003056766852527879,0.011224367655813694,0.6240643262863159,0.18618085980415344,0.14813503623008728,0.020032497122883797,0.010362853296101093,0.007607743609696627,0.0017938913078978658,0.0018227327382192016
12,0,1,1.405473232269287,0.057924747467041016,0.05837891702126852,0.0004541695542275015,0.016069825738668442,0.8046519756317139,0.05123100057244301,0.11938758194446564,0.006414895411580801,0.002244632923975587,0.011380068957805634,0.002484734868630767,0.0022050216794013977
13,0,1,1.4428296089172363,0.06326137483119965,0.0635689554905737,0.0003075806593740564,0.010945090092718601,0.7398440837860107,0.143519788980484,0.08266854286193848,0.016444923356175423,0.006577592343091965,0.008580454625189304,0.0011271138209849596,0.001237521762959659
14,0,1,1.2706832885742188,0.03866904228925705,0.03896168960646413,0.0002926473172070778,0.010147296823561192,0.8689342737197876,0.05241166427731514,0.04833834245800972,0.01434272900223732,0.00582571467384696,0.0071646105498075485,0.0014380598440766335,0.0015446266625076532
15,0,1,1.0508822202682495,0.007268888410180807,0.007338721667773967,6.983325759315963e-05,0.0023448194842785597,0.9763941168785095,0.006879007909446955,0.01282081101089716,0.0007616484654136002,0.0007996121421456337,0.0015770264435559511,0.00038143066922202706,0.00038636248791590333
16,0,1,1.2719734907150269,0.03885335475206375,0.039323626695491554,0.00047027194342780547,0.016309406608343124,0.8893929719924927,0.03950129449367523,0.03408247232437134,0.01115405559539795,0.009559777565300465,0.009305809624493122,0.002948296954855323,0.004055298864841461
17,0,1,1.4289581775665283,0.06127974018454552,0.062054871766093395,0.000775131581547875,0.02752440795302391,0.8314282298088074,0.023174980655312538,0.10834334790706635,0.004653879441320896,0.004875068087130785,0.01366694550961256,0.009702223353087902,0.004155240021646023
18,0,1,2.5430781841278076,0.22043974697589874,0.22355712807584865,0.0031173810999499205,0.13329656422138214,0.5392032265663147,0.08702806383371353,0.1133618950843811,0.06064620241522789,0.06646404415369034,0.05672003701329231,0.038104258477687836,0.03847226873040199
19,0,1,1.2436994314193726,0.03481420502066612,0.03541161746360433,0.0005974124429382041,0.02063203603029251,0.9176783561706543,0.01838970184326172,0.03273969516158104,0.004056637175381184,0.006503548007458448,0.008936095982789993,0.004905760753899813,0.006790178827941418
20,0,1,1.8222568035125732,0.11746525764465332,0.11853048879803123,0.0010652311533779011,0.04023377597332001,0.6656800508499146,0.06028641387820244,0.1893383264541626,0.022669347003102303,0.021792098879814148,0.02137150801718235,0.01077621802687645,0.008086046203970909
21,0,1,1.1427338123321533,0.020390544086694717,0.020513809668587603,0.00012326558189288452,0.004194378387182951,0.9264155030250549,0.029578547924757004,0.03240232542157173,0.004428420681506395,0.0029809270054101944,0.0028198380023241043,0.0005794062162749469,0.0007951341103762388
22,0,1,1.3537925481796265,0.05054179206490517,0.05102808142498875,0.0004862893600835847,0.017072521150112152,0.8471436500549316,0.038789328187704086,0.07833787798881531,0.010829532518982887,0.00782712735235691,0.010871965438127518,0.00323335244320333,0.002967202803120017
23,0,1,1.7034318447113037,0.1004902645945549,0.10172030637231194,0.001230041777757044,0.04558193311095238,0.7422767281532288,0.07288254052400589,0.07685267925262451,0.03496301546692848,0.027442922815680504,0.023005599156022072,0.010879013687372208,0.011697318404912949
24,0,1,1.4329456090927124,0.06184937432408333,0.06231016951367889,0.0004607951895955595,0.01637246645987034,0.8094042539596558,0.035699717700481415,0.11957810074090958,0.010391364805400372,0.008554158732295036,0.008922915905714035,0.004062513820827007,0.0033870365004986525
