rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3593,0,7,6.999837398529053,0.857119619846344,0.9994761347770691
2,3484,0,7,6.999791622161865,0.8571130633354187,0.9999640583992004
3,4485,7,7,6.98091983795166,0.8544171452522278,0.982235848903656
4,3777,7,7,6.882526874542236,0.8403609991073608,0.9648905992507935
5,3477,0,7,6.87105131149292,0.8387216329574585,0.9682130217552185
6,3901,0,7,6.769311428070068,0.8241873383522034,0.9449242353439331
7,3846,3,7,6.6319050788879395,0.8045578598976135,0.9044549465179443
8,4871,7,7,6.152032852172852,0.7360047101974487,0.768732488155365
9,4370,6,7,5.922468185424805,0.7032097578048706,0.7051345705986023
10,3721,1,7,5.878100395202637,0.6968714594841003,0.7056261301040649
11,4436,8,7,5.865334987640381,0.6950478553771973,0.7041358947753906
12,4315,8,7,5.753366470336914,0.6790523529052734,0.6575318574905396
13,4330,7,7,5.752439022064209,0.6789198517799377,0.664770245552063
14,3651,7,7,5.716714859008789,0.6738163828849792,0.6720451712608337
15,4925,1,7,5.694082736968994,0.6705832481384277,0.652873694896698
16,3701,0,7,5.639312267303467,0.6627588868141174,0.6742992401123047
17,4437,0,7,5.564094543457031,0.6520134806632996,0.6287373304367065
18,5028,0,7,5.463869571685791,0.6376956701278687,0.5907312035560608
19,5037,0,7,5.31027889251709,0.6157541275024414,0.5805800557136536
20,5150,7,7,5.2209625244140625,0.6029946208000183,0.5468180775642395
